months_compared,mean_jaccard,median_jaccard,min_jaccard,months_jaccard_ge_0_99,months_jaccard_ge_0_98,max_hans_only,max_pierre_only,usable_for_survivorship_free_test,source_note_hans,source_note_pierre,independence_note
100,0.0,0.0,0.0,0,0,0,507,False,"MIT; pre-2019 history seeded from fja05680/sp500, then daily Wikipedia snapshots",MIT; reconstructs monthly sets backward from Wikipedia current constituents and change table,"Not fully independent: both ultimately rely on Wikipedia-related constituent history; comparison detects implementation/data disagreements, not common-source errors."
