months,annualized_active_mean_arithmetic,annualized_tracking_error,information_ratio,iid_t_stat,normal_approx_two_sided_p,bootstrap_block_months,bootstrap_reps,annualized_active_mean_p025,annualized_active_mean_p50,annualized_active_mean_p975,bootstrap_probability_active_mean_gt_0
103,0.03407989513039508,0.13825782609672124,0.24649523352518032,0.7221651309035454,0.4701929585663079,12,10000,-0.017491498038260167,0.03377720368056189,0.08960416901156087,0.8971
