month,symbol,side
2019-05,WRK,hans_only
2019-05,AGN,pierre_only
2019-05,ARNC,pierre_only
2019-05,BALL,pierre_only
2019-05,BBWI,pierre_only
2019-05,BF/B,pierre_only
2019-05,BKR,pierre_only
2019-05,BRK/B,pierre_only
2019-05,COR,pierre_only
2019-05,CPAY,pierre_only
2019-05,CTRA,pierre_only
2019-05,DAY,pierre_only
2019-05,DOC,pierre_only
2019-05,DOW,pierre_only
2019-05,EG,pierre_only
2019-05,ELV,pierre_only
2019-05,FOX,pierre_only
2019-05,FOXA,pierre_only
2019-05,GEN,pierre_only
2019-05,GL,pierre_only
2019-05,J,pierre_only
2019-05,LHX,pierre_only
2019-05,LLL,pierre_only
2019-05,LUMN,pierre_only
2019-05,META,pierre_only
2019-05,MRSH,pierre_only
2019-05,PSKY,pierre_only
2019-05,RTX,pierre_only
2019-05,RVTY,pierre_only
2019-05,SW,pierre_only
2019-05,TFC,pierre_only
2019-05,TT,pierre_only
2019-05,VTRS,pierre_only
2019-05,WTW,pierre_only
2019-06,ABC,hans_only
2019-06,ANTM,hans_only
2019-06,BBT,hans_only
2019-06,BF-B,hans_only
2019-06,BLL,hans_only
2019-06,BRK-B,hans_only
2019-06,CBS,hans_only
2019-06,COG,hans_only
2019-06,CTL,hans_only
2019-06,FB,hans_only
2019-06,FLT,hans_only
2019-06,JEC,hans_only
2019-06,LB,hans_only
2019-06,MMC,hans_only
2019-06,MYL,hans_only
2019-06,PKI,hans_only
2019-06,RE,hans_only
2019-06,SYMC,hans_only
2019-06,TMK,hans_only
2019-06,UTX,hans_only
2019-06,WLTW,hans_only
2019-06,WRK,hans_only
2019-06,AGN,pierre_only
2019-06,ARNC,pierre_only
2019-06,BALL,pierre_only
2019-06,BBWI,pierre_only
2019-06,BF/B,pierre_only
2019-06,BKR,pierre_only
2019-06,BRK/B,pierre_only
2019-06,COR,pierre_only
2019-06,CPAY,pierre_only
2019-06,CTRA,pierre_only
2019-06,DAY,pierre_only
2019-06,DOC,pierre_only
2019-06,DOW,pierre_only
2019-06,EG,pierre_only
2019-06,ELV,pierre_only
2019-06,FOX,pierre_only
2019-06,FOXA,pierre_only
2019-06,GEN,pierre_only
2019-06,GL,pierre_only
2019-06,J,pierre_only
2019-06,LLL,pierre_only
2019-06,LUMN,pierre_only
2019-06,META,pierre_only
2019-06,MRSH,pierre_only
2019-06,PSKY,pierre_only
2019-06,RTX,pierre_only
2019-06,RVTY,pierre_only
2019-06,SW,pierre_only
2019-06,TFC,pierre_only
2019-06,TT,pierre_only
2019-06,VTRS,pierre_only
2019-06,WTW,pierre_only
2019-07,ABC,hans_only
2019-07,ANTM,hans_only
2019-07,BBT,hans_only
2019-07,BF-B,hans_only
2019-07,BLL,hans_only
2019-07,BRK-B,hans_only
2019-07,CBS,hans_only
2019-07,COG,hans_only
2019-07,CTL,hans_only
2019-07,FB,hans_only
2019-07,FLT,hans_only
2019-07,JEC,hans_only
2019-07,LB,hans_only
2019-07,MMC,hans_only
2019-07,MYL,hans_only
2019-07,PKI,hans_only
2019-07,RE,hans_only
2019-07,SYMC,hans_only
2019-07,TMK,hans_only
2019-07,UTX,hans_only
2019-07,WLTW,hans_only
2019-07,WRK,hans_only
2019-07,AGN,pierre_only
2019-07,ARNC,pierre_only
2019-07,BALL,pierre_only
2019-07,BBWI,pierre_only
2019-07,BF/B,pierre_only
2019-07,BKR,pierre_only
2019-07,BRK/B,pierre_only
2019-07,COR,pierre_only
2019-07,CPAY,pierre_only
2019-07,CTRA,pierre_only
2019-07,DAY,pierre_only
2019-07,DOC,pierre_only
2019-07,DOW,pierre_only
2019-07,EG,pierre_only
2019-07,ELV,pierre_only
2019-07,FOX,pierre_only
2019-07,FOXA,pierre_only
2019-07,GEN,pierre_only
2019-07,GL,pierre_only
2019-07,J,pierre_only
2019-07,LUMN,pierre_only
2019-07,META,pierre_only
2019-07,MRSH,pierre_only
2019-07,PSKY,pierre_only
2019-07,RTX,pierre_only
2019-07,RVTY,pierre_only
2019-07,SW,pierre_only
2019-07,TFC,pierre_only
2019-07,TT,pierre_only
2019-07,VTRS,pierre_only
2019-07,WTW,pierre_only
2019-08,ABC,hans_only
2019-08,ANTM,hans_only
2019-08,BBT,hans_only
2019-08,BF-B,hans_only
2019-08,BLL,hans_only
2019-08,BRK-B,hans_only
2019-08,CBS,hans_only
2019-08,COG,hans_only
2019-08,CTL,hans_only
2019-08,FB,hans_only
2019-08,FLT,hans_only
2019-08,JEC,hans_only
2019-08,LB,hans_only
2019-08,MMC,hans_only
2019-08,MYL,hans_only
2019-08,PKI,hans_only
2019-08,RE,hans_only
2019-08,SYMC,hans_only
2019-08,UTX,hans_only
2019-08,WLTW,hans_only
2019-08,WRK,hans_only
2019-08,AGN,pierre_only
2019-08,ARNC,pierre_only
2019-08,BALL,pierre_only
2019-08,BBWI,pierre_only
2019-08,BF/B,pierre_only
2019-08,BKR,pierre_only
2019-08,BRK/B,pierre_only
2019-08,COR,pierre_only
2019-08,CPAY,pierre_only
2019-08,CTRA,pierre_only
2019-08,DAY,pierre_only
2019-08,DOC,pierre_only
2019-08,DOW,pierre_only
2019-08,EG,pierre_only
2019-08,ELV,pierre_only
2019-08,FOX,pierre_only
2019-08,FOXA,pierre_only
2019-08,GEN,pierre_only
2019-08,J,pierre_only
2019-08,LUMN,pierre_only
2019-08,META,pierre_only
2019-08,MRSH,pierre_only
2019-08,PSKY,pierre_only
2019-08,RTX,pierre_only
2019-08,RVTY,pierre_only
2019-08,SW,pierre_only
2019-08,TFC,pierre_only
2019-08,TT,pierre_only
2019-08,VTRS,pierre_only
2019-08,WTW,pierre_only
2019-09,ABC,hans_only
2019-09,ANTM,hans_only
2019-09,BBT,hans_only
2019-09,BF-B,hans_only
2019-09,BLL,hans_only
2019-09,BRK-B,hans_only
2019-09,CBS,hans_only
2019-09,COG,hans_only
2019-09,CTL,hans_only
2019-09,FB,hans_only
2019-09,FLT,hans_only
2019-09,JEC,hans_only
2019-09,LB,hans_only
2019-09,MMC,hans_only
2019-09,MYL,hans_only
2019-09,PKI,hans_only
2019-09,RE,hans_only
2019-09,SYMC,hans_only
2019-09,UTX,hans_only
2019-09,WLTW,hans_only
2019-09,WRK,hans_only
2019-09,AGN,pierre_only
2019-09,ARNC,pierre_only
2019-09,BALL,pierre_only
2019-09,BBWI,pierre_only
2019-09,BF/B,pierre_only
2019-09,BKR,pierre_only
2019-09,BRK/B,pierre_only
2019-09,COR,pierre_only
2019-09,CPAY,pierre_only
2019-09,CTRA,pierre_only
2019-09,DAY,pierre_only
2019-09,DOC,pierre_only
2019-09,DOW,pierre_only
2019-09,EG,pierre_only
2019-09,ELV,pierre_only
2019-09,FOX,pierre_only
2019-09,FOXA,pierre_only
2019-09,GEN,pierre_only
2019-09,J,pierre_only
2019-09,LUMN,pierre_only
2019-09,META,pierre_only
2019-09,MRSH,pierre_only
2019-09,PSKY,pierre_only
2019-09,RTX,pierre_only
2019-09,RVTY,pierre_only
2019-09,SW,pierre_only
2019-09,TFC,pierre_only
2019-09,TT,pierre_only
2019-09,VTRS,pierre_only
2019-09,WTW,pierre_only
2019-10,ABC,hans_only
2019-10,ANTM,hans_only
2019-10,BBT,hans_only
2019-10,BF-B,hans_only
2019-10,BLL,hans_only
2019-10,BRK-B,hans_only
2019-10,CBS,hans_only
2019-10,COG,hans_only
2019-10,CTL,hans_only
2019-10,FB,hans_only
2019-10,FLT,hans_only
2019-10,JEC,hans_only
2019-10,LB,hans_only
2019-10,MMC,hans_only
2019-10,MYL,hans_only
2019-10,PKI,hans_only
2019-10,RE,hans_only
2019-10,SYMC,hans_only
2019-10,UTX,hans_only
2019-10,WLTW,hans_only
2019-10,WRK,hans_only
2019-10,AGN,pierre_only
2019-10,ARNC,pierre_only
2019-10,BALL,pierre_only
2019-10,BBWI,pierre_only
2019-10,BF/B,pierre_only
2019-10,BRK/B,pierre_only
2019-10,COR,pierre_only
2019-10,CPAY,pierre_only
2019-10,CTRA,pierre_only
2019-10,DAY,pierre_only
2019-10,DOC,pierre_only
2019-10,DOW,pierre_only
2019-10,EG,pierre_only
2019-10,ELV,pierre_only
2019-10,FOX,pierre_only
2019-10,FOXA,pierre_only
2019-10,GEN,pierre_only
2019-10,J,pierre_only
2019-10,LUMN,pierre_only
2019-10,META,pierre_only
2019-10,MRSH,pierre_only
2019-10,PSKY,pierre_only
2019-10,RTX,pierre_only
2019-10,RVTY,pierre_only
2019-10,SW,pierre_only
2019-10,TFC,pierre_only
2019-10,TT,pierre_only
2019-10,VTRS,pierre_only
2019-10,WTW,pierre_only
2019-11,ABC,hans_only
2019-11,ANTM,hans_only
2019-11,BBT,hans_only
2019-11,BF-B,hans_only
2019-11,BLL,hans_only
2019-11,BRK-B,hans_only
2019-11,CBS,hans_only
2019-11,COG,hans_only
2019-11,CTL,hans_only
2019-11,FB,hans_only
2019-11,FLT,hans_only
2019-11,JEC,hans_only
2019-11,LB,hans_only
2019-11,MMC,hans_only
2019-11,MYL,hans_only
2019-11,NLOK,hans_only
2019-11,PEAK,hans_only
2019-11,PKI,hans_only
2019-11,RE,hans_only
2019-11,UTX,hans_only
2019-11,WLTW,hans_only
2019-11,WRK,hans_only
2019-11,AGN,pierre_only
2019-11,ARNC,pierre_only
2019-11,BALL,pierre_only
2019-11,BBWI,pierre_only
2019-11,BF/B,pierre_only
2019-11,BRK/B,pierre_only
2019-11,COR,pierre_only
2019-11,CPAY,pierre_only
2019-11,CTRA,pierre_only
2019-11,DAY,pierre_only
2019-11,DOC,pierre_only
2019-11,DOW,pierre_only
2019-11,EG,pierre_only
2019-11,ELV,pierre_only
2019-11,FOX,pierre_only
2019-11,FOXA,pierre_only
2019-11,GEN,pierre_only
2019-11,J,pierre_only
2019-11,LUMN,pierre_only
2019-11,META,pierre_only
2019-11,MRSH,pierre_only
2019-11,PSKY,pierre_only
2019-11,RTX,pierre_only
2019-11,RVTY,pierre_only
2019-11,SW,pierre_only
2019-11,TFC,pierre_only
2019-11,TT,pierre_only
2019-11,VTRS,pierre_only
2019-11,WTW,pierre_only
2019-12,ABC,hans_only
2019-12,ANTM,hans_only
2019-12,BF-B,hans_only
2019-12,BLL,hans_only
2019-12,BRK-B,hans_only
2019-12,COG,hans_only
2019-12,CTL,hans_only
2019-12,FB,hans_only
2019-12,FLT,hans_only
2019-12,LB,hans_only
2019-12,MMC,hans_only
2019-12,MYL,hans_only
2019-12,NLOK,hans_only
2019-12,PEAK,hans_only
2019-12,PKI,hans_only
2019-12,RE,hans_only
2019-12,UTX,hans_only
2019-12,VIAC,hans_only
2019-12,WLTW,hans_only
2019-12,WRK,hans_only
2019-12,AGN,pierre_only
2019-12,ARNC,pierre_only
2019-12,BALL,pierre_only
2019-12,BBWI,pierre_only
2019-12,BF/B,pierre_only
2019-12,BRK/B,pierre_only
2019-12,COR,pierre_only
2019-12,CPAY,pierre_only
2019-12,CTRA,pierre_only
2019-12,DAY,pierre_only
2019-12,DOC,pierre_only
2019-12,DOW,pierre_only
2019-12,EG,pierre_only
2019-12,ELV,pierre_only
2019-12,FOX,pierre_only
2019-12,FOXA,pierre_only
2019-12,GEN,pierre_only
2019-12,LUMN,pierre_only
2019-12,META,pierre_only
2019-12,MRSH,pierre_only
2019-12,PSKY,pierre_only
2019-12,RTX,pierre_only
2019-12,RVTY,pierre_only
2019-12,SW,pierre_only
2019-12,TT,pierre_only
2019-12,VTRS,pierre_only
2019-12,WTW,pierre_only
2020-01,ABC,hans_only
2020-01,ANTM,hans_only
2020-01,BF-B,hans_only
2020-01,BLL,hans_only
2020-01,BRK-B,hans_only
2020-01,COG,hans_only
2020-01,CTL,hans_only
2020-01,FB,hans_only
2020-01,FLT,hans_only
2020-01,LB,hans_only
2020-01,MMC,hans_only
2020-01,MYL,hans_only
2020-01,NLOK,hans_only
2020-01,PEAK,hans_only
2020-01,PKI,hans_only
2020-01,RE,hans_only
2020-01,UTX,hans_only
2020-01,VIAC,hans_only
2020-01,WLTW,hans_only
2020-01,WRK,hans_only
2020-01,AGN,pierre_only
2020-01,ARNC,pierre_only
2020-01,BALL,pierre_only
2020-01,BBWI,pierre_only
2020-01,BF/B,pierre_only
2020-01,BRK/B,pierre_only
2020-01,COR,pierre_only
2020-01,CPAY,pierre_only
2020-01,CTRA,pierre_only
2020-01,DAY,pierre_only
2020-01,DOC,pierre_only
2020-01,DOW,pierre_only
2020-01,EG,pierre_only
2020-01,ELV,pierre_only
2020-01,FOX,pierre_only
2020-01,FOXA,pierre_only
2020-01,GEN,pierre_only
2020-01,LUMN,pierre_only
2020-01,META,pierre_only
2020-01,MRSH,pierre_only
2020-01,PSKY,pierre_only
2020-01,RTX,pierre_only
2020-01,RVTY,pierre_only
2020-01,SW,pierre_only
2020-01,TT,pierre_only
2020-01,VTRS,pierre_only
2020-01,WTW,pierre_only
2020-02,ABC,hans_only
2020-02,ANTM,hans_only
2020-02,BF-B,hans_only
2020-02,BLL,hans_only
2020-02,BRK-B,hans_only
2020-02,COG,hans_only
2020-02,CTL,hans_only
2020-02,FB,hans_only
2020-02,FLT,hans_only
2020-02,LB,hans_only
2020-02,MMC,hans_only
2020-02,MYL,hans_only
2020-02,NLOK,hans_only
2020-02,PEAK,hans_only
2020-02,PKI,hans_only
2020-02,RE,hans_only
2020-02,UTX,hans_only
2020-02,VIAC,hans_only
2020-02,WLTW,hans_only
2020-02,WRK,hans_only
2020-02,AGN,pierre_only
2020-02,ARNC,pierre_only
2020-02,BALL,pierre_only
2020-02,BBWI,pierre_only
2020-02,BF/B,pierre_only
2020-02,BRK/B,pierre_only
2020-02,COR,pierre_only
2020-02,CPAY,pierre_only
2020-02,CTRA,pierre_only
2020-02,DAY,pierre_only
2020-02,DOC,pierre_only
2020-02,DOW,pierre_only
2020-02,EG,pierre_only
2020-02,ELV,pierre_only
2020-02,FOX,pierre_only
2020-02,FOXA,pierre_only
2020-02,GEN,pierre_only
2020-02,LUMN,pierre_only
2020-02,META,pierre_only
2020-02,MRSH,pierre_only
2020-02,PSKY,pierre_only
2020-02,RTX,pierre_only
2020-02,RVTY,pierre_only
2020-02,SW,pierre_only
2020-02,TT,pierre_only
2020-02,VTRS,pierre_only
2020-02,WTW,pierre_only
2020-03,ABC,hans_only
2020-03,ANTM,hans_only
2020-03,BF-B,hans_only
2020-03,BLL,hans_only
2020-03,BRK-B,hans_only
2020-03,COG,hans_only
2020-03,CTL,hans_only
2020-03,FB,hans_only
2020-03,FLT,hans_only
2020-03,LB,hans_only
2020-03,MMC,hans_only
2020-03,MYL,hans_only
2020-03,NLOK,hans_only
2020-03,PEAK,hans_only
2020-03,PKI,hans_only
2020-03,RE,hans_only
2020-03,UTX,hans_only
2020-03,VIAC,hans_only
2020-03,WLTW,hans_only
2020-03,WRK,hans_only
2020-03,AGN,pierre_only
2020-03,ARNC,pierre_only
2020-03,BALL,pierre_only
2020-03,BBWI,pierre_only
2020-03,BF/B,pierre_only
2020-03,BRK/B,pierre_only
2020-03,COR,pierre_only
2020-03,CPAY,pierre_only
2020-03,CTRA,pierre_only
2020-03,DAY,pierre_only
2020-03,DOC,pierre_only
2020-03,DOW,pierre_only
2020-03,EG,pierre_only
2020-03,ELV,pierre_only
2020-03,FOX,pierre_only
2020-03,FOXA,pierre_only
2020-03,GEN,pierre_only
2020-03,IR,pierre_only
2020-03,LUMN,pierre_only
2020-03,META,pierre_only
2020-03,MRSH,pierre_only
2020-03,PSKY,pierre_only
2020-03,RTX,pierre_only
2020-03,RVTY,pierre_only
2020-03,SW,pierre_only
2020-03,VTRS,pierre_only
2020-03,WTW,pierre_only
2020-04,ABC,hans_only
2020-04,ANTM,hans_only
2020-04,BF-B,hans_only
2020-04,BLL,hans_only
2020-04,BRK-B,hans_only
2020-04,COG,hans_only
2020-04,CTL,hans_only
2020-04,FB,hans_only
2020-04,FLT,hans_only
2020-04,LB,hans_only
2020-04,MMC,hans_only
2020-04,MYL,hans_only
2020-04,NLOK,hans_only
2020-04,PEAK,hans_only
2020-04,PKI,hans_only
2020-04,RE,hans_only
2020-04,VIAC,hans_only
2020-04,WLTW,hans_only
2020-04,WRK,hans_only
2020-04,AGN,pierre_only
2020-04,BALL,pierre_only
2020-04,BBWI,pierre_only
2020-04,BF/B,pierre_only
2020-04,BRK/B,pierre_only
2020-04,COR,pierre_only
2020-04,CPAY,pierre_only
2020-04,CTRA,pierre_only
2020-04,DAY,pierre_only
2020-04,DOC,pierre_only
2020-04,DOW,pierre_only
2020-04,EG,pierre_only
2020-04,ELV,pierre_only
2020-04,FOX,pierre_only
2020-04,FOXA,pierre_only
2020-04,GEN,pierre_only
2020-04,IR,pierre_only
2020-04,LUMN,pierre_only
2020-04,META,pierre_only
2020-04,MRSH,pierre_only
2020-04,PSKY,pierre_only
2020-04,RVTY,pierre_only
2020-04,SW,pierre_only
2020-04,VTRS,pierre_only
2020-04,WTW,pierre_only
2020-05,ABC,hans_only
2020-05,ANTM,hans_only
2020-05,BF-B,hans_only
2020-05,BLL,hans_only
2020-05,BRK-B,hans_only
2020-05,COG,hans_only
2020-05,CTL,hans_only
2020-05,FB,hans_only
2020-05,FLT,hans_only
2020-05,LB,hans_only
2020-05,MMC,hans_only
2020-05,MYL,hans_only
2020-05,NLOK,hans_only
2020-05,PEAK,hans_only
2020-05,PKI,hans_only
2020-05,RE,hans_only
2020-05,VIAC,hans_only
2020-05,WLTW,hans_only
2020-05,WRK,hans_only
2020-05,BALL,pierre_only
2020-05,BBWI,pierre_only
2020-05,BF/B,pierre_only
2020-05,BRK/B,pierre_only
2020-05,COR,pierre_only
2020-05,CPAY,pierre_only
2020-05,CTRA,pierre_only
2020-05,DAY,pierre_only
2020-05,DOC,pierre_only
2020-05,DOW,pierre_only
2020-05,EG,pierre_only
2020-05,ELV,pierre_only
2020-05,FOX,pierre_only
2020-05,FOXA,pierre_only
2020-05,GEN,pierre_only
2020-05,IR,pierre_only
2020-05,LUMN,pierre_only
2020-05,META,pierre_only
2020-05,MRSH,pierre_only
2020-05,PSKY,pierre_only
2020-05,RVTY,pierre_only
2020-05,SW,pierre_only
2020-05,VTRS,pierre_only
2020-05,WTW,pierre_only
2020-06,ABC,hans_only
2020-06,ANTM,hans_only
2020-06,BF-B,hans_only
2020-06,BLL,hans_only
2020-06,BRK-B,hans_only
2020-06,COG,hans_only
2020-06,CTL,hans_only
2020-06,FB,hans_only
2020-06,FLT,hans_only
2020-06,LB,hans_only
2020-06,MMC,hans_only
2020-06,MYL,hans_only
2020-06,NLOK,hans_only
2020-06,PEAK,hans_only
2020-06,PKI,hans_only
2020-06,RE,hans_only
2020-06,VIAC,hans_only
2020-06,WLTW,hans_only
2020-06,WRK,hans_only
2020-06,BALL,pierre_only
2020-06,BBWI,pierre_only
2020-06,BF/B,pierre_only
2020-06,BRK/B,pierre_only
2020-06,COR,pierre_only
2020-06,CPAY,pierre_only
2020-06,CTRA,pierre_only
2020-06,DAY,pierre_only
2020-06,DOC,pierre_only
2020-06,DOW,pierre_only
2020-06,EG,pierre_only
2020-06,ELV,pierre_only
2020-06,FOX,pierre_only
2020-06,FOXA,pierre_only
2020-06,GEN,pierre_only
2020-06,IR,pierre_only
2020-06,LUMN,pierre_only
2020-06,META,pierre_only
2020-06,MRSH,pierre_only
2020-06,PSKY,pierre_only
2020-06,RVTY,pierre_only
2020-06,SW,pierre_only
2020-06,VTRS,pierre_only
2020-06,WTW,pierre_only
2020-07,ABC,hans_only
2020-07,ANTM,hans_only
2020-07,BF-B,hans_only
2020-07,BLL,hans_only
2020-07,BRK-B,hans_only
2020-07,COG,hans_only
2020-07,CTL,hans_only
2020-07,FB,hans_only
2020-07,FLT,hans_only
2020-07,LB,hans_only
2020-07,MMC,hans_only
2020-07,MYL,hans_only
2020-07,NLOK,hans_only
2020-07,PEAK,hans_only
2020-07,PKI,hans_only
2020-07,RE,hans_only
2020-07,VIAC,hans_only
2020-07,WLTW,hans_only
2020-07,WRK,hans_only
2020-07,BALL,pierre_only
2020-07,BBWI,pierre_only
2020-07,BF/B,pierre_only
2020-07,BRK/B,pierre_only
2020-07,COR,pierre_only
2020-07,CPAY,pierre_only
2020-07,CTRA,pierre_only
2020-07,DAY,pierre_only
2020-07,DOC,pierre_only
2020-07,DOW,pierre_only
2020-07,EG,pierre_only
2020-07,ELV,pierre_only
2020-07,FOX,pierre_only
2020-07,FOXA,pierre_only
2020-07,GEN,pierre_only
2020-07,IR,pierre_only
2020-07,LUMN,pierre_only
2020-07,META,pierre_only
2020-07,MRSH,pierre_only
2020-07,PSKY,pierre_only
2020-07,RVTY,pierre_only
2020-07,SW,pierre_only
2020-07,VTRS,pierre_only
2020-07,WTW,pierre_only
2020-08,ABC,hans_only
2020-08,ANTM,hans_only
2020-08,BF-B,hans_only
2020-08,BLL,hans_only
2020-08,BRK-B,hans_only
2020-08,COG,hans_only
2020-08,CTL,hans_only
2020-08,FB,hans_only
2020-08,FLT,hans_only
2020-08,LB,hans_only
2020-08,MMC,hans_only
2020-08,MYL,hans_only
2020-08,NLOK,hans_only
2020-08,PEAK,hans_only
2020-08,PKI,hans_only
2020-08,RE,hans_only
2020-08,VIAC,hans_only
2020-08,WLTW,hans_only
2020-08,WRK,hans_only
2020-08,BALL,pierre_only
2020-08,BBWI,pierre_only
2020-08,BF/B,pierre_only
2020-08,BRK/B,pierre_only
2020-08,COR,pierre_only
2020-08,CPAY,pierre_only
2020-08,CTRA,pierre_only
2020-08,DAY,pierre_only
2020-08,DOC,pierre_only
2020-08,DOW,pierre_only
2020-08,EG,pierre_only
2020-08,ELV,pierre_only
2020-08,FOX,pierre_only
2020-08,FOXA,pierre_only
2020-08,GEN,pierre_only
2020-08,IR,pierre_only
2020-08,LUMN,pierre_only
2020-08,META,pierre_only
2020-08,MRSH,pierre_only
2020-08,PSKY,pierre_only
2020-08,RVTY,pierre_only
2020-08,SW,pierre_only
2020-08,VTRS,pierre_only
2020-08,WTW,pierre_only
2020-09,ABC,hans_only
2020-09,ANTM,hans_only
2020-09,BF-B,hans_only
2020-09,BLL,hans_only
2020-09,BRK-B,hans_only
2020-09,COG,hans_only
2020-09,FB,hans_only
2020-09,FLT,hans_only
2020-09,LB,hans_only
2020-09,MMC,hans_only
2020-09,MYL,hans_only
2020-09,NLOK,hans_only
2020-09,PEAK,hans_only
2020-09,PKI,hans_only
2020-09,RE,hans_only
2020-09,VIAC,hans_only
2020-09,WLTW,hans_only
2020-09,WRK,hans_only
2020-09,BALL,pierre_only
2020-09,BBWI,pierre_only
2020-09,BF/B,pierre_only
2020-09,BRK/B,pierre_only
2020-09,COR,pierre_only
2020-09,CPAY,pierre_only
2020-09,CTRA,pierre_only
2020-09,DAY,pierre_only
2020-09,DOC,pierre_only
2020-09,DOW,pierre_only
2020-09,EG,pierre_only
2020-09,ELV,pierre_only
2020-09,FOX,pierre_only
2020-09,FOXA,pierre_only
2020-09,GEN,pierre_only
2020-09,IR,pierre_only
2020-09,META,pierre_only
2020-09,MRSH,pierre_only
2020-09,PSKY,pierre_only
2020-09,RVTY,pierre_only
2020-09,SW,pierre_only
2020-09,VTRS,pierre_only
2020-09,WTW,pierre_only
2020-10,ABC,hans_only
2020-10,ANTM,hans_only
2020-10,BF-B,hans_only
2020-10,BLL,hans_only
2020-10,BRK-B,hans_only
2020-10,COG,hans_only
2020-10,FB,hans_only
2020-10,FLT,hans_only
2020-10,LB,hans_only
2020-10,MMC,hans_only
2020-10,MYL,hans_only
2020-10,NLOK,hans_only
2020-10,PEAK,hans_only
2020-10,PKI,hans_only
2020-10,RE,hans_only
2020-10,VIAC,hans_only
2020-10,WLTW,hans_only
2020-10,WRK,hans_only
2020-10,BALL,pierre_only
2020-10,BBWI,pierre_only
2020-10,BF/B,pierre_only
2020-10,BRK/B,pierre_only
2020-10,COR,pierre_only
2020-10,CPAY,pierre_only
2020-10,CTRA,pierre_only
2020-10,DAY,pierre_only
2020-10,DOC,pierre_only
2020-10,DOW,pierre_only
2020-10,EG,pierre_only
2020-10,ELV,pierre_only
2020-10,FOX,pierre_only
2020-10,FOXA,pierre_only
2020-10,GEN,pierre_only
2020-10,IR,pierre_only
2020-10,META,pierre_only
2020-10,MRSH,pierre_only
2020-10,PSKY,pierre_only
2020-10,RVTY,pierre_only
2020-10,SW,pierre_only
2020-10,VTRS,pierre_only
2020-10,WTW,pierre_only
2020-11,ABC,hans_only
2020-11,ANTM,hans_only
2020-11,BF-B,hans_only
2020-11,BLL,hans_only
2020-11,BRK-B,hans_only
2020-11,COG,hans_only
2020-11,FB,hans_only
2020-11,FLT,hans_only
2020-11,LB,hans_only
2020-11,MMC,hans_only
2020-11,NLOK,hans_only
2020-11,PEAK,hans_only
2020-11,PKI,hans_only
2020-11,RE,hans_only
2020-11,VIAC,hans_only
2020-11,WLTW,hans_only
2020-11,WRK,hans_only
2020-11,BALL,pierre_only
2020-11,BBWI,pierre_only
2020-11,BF/B,pierre_only
2020-11,BRK/B,pierre_only
2020-11,COR,pierre_only
2020-11,CPAY,pierre_only
2020-11,CTRA,pierre_only
2020-11,DAY,pierre_only
2020-11,DOC,pierre_only
2020-11,DOW,pierre_only
2020-11,EG,pierre_only
2020-11,ELV,pierre_only
2020-11,FOX,pierre_only
2020-11,FOXA,pierre_only
2020-11,GEN,pierre_only
2020-11,IR,pierre_only
2020-11,META,pierre_only
2020-11,MRSH,pierre_only
2020-11,PSKY,pierre_only
2020-11,RVTY,pierre_only
2020-11,SW,pierre_only
2020-11,WTW,pierre_only
2020-12,ABC,hans_only
2020-12,ANTM,hans_only
2020-12,BF-B,hans_only
2020-12,BLL,hans_only
2020-12,BRK-B,hans_only
2020-12,COG,hans_only
2020-12,FB,hans_only
2020-12,FLT,hans_only
2020-12,LB,hans_only
2020-12,MMC,hans_only
2020-12,NLOK,hans_only
2020-12,PEAK,hans_only
2020-12,PKI,hans_only
2020-12,RE,hans_only
2020-12,VIAC,hans_only
2020-12,WLTW,hans_only
2020-12,WRK,hans_only
2020-12,BALL,pierre_only
2020-12,BBWI,pierre_only
2020-12,BF/B,pierre_only
2020-12,BRK/B,pierre_only
2020-12,COR,pierre_only
2020-12,CPAY,pierre_only
2020-12,CTRA,pierre_only
2020-12,DAY,pierre_only
2020-12,DOC,pierre_only
2020-12,DOW,pierre_only
2020-12,EG,pierre_only
2020-12,ELV,pierre_only
2020-12,FOX,pierre_only
2020-12,FOXA,pierre_only
2020-12,GEN,pierre_only
2020-12,IR,pierre_only
2020-12,META,pierre_only
2020-12,MRSH,pierre_only
2020-12,PSKY,pierre_only
2020-12,RVTY,pierre_only
2020-12,SW,pierre_only
2020-12,WTW,pierre_only
2021-01,ABC,hans_only
2021-01,ANTM,hans_only
2021-01,BF-B,hans_only
2021-01,BLL,hans_only
2021-01,BRK-B,hans_only
2021-01,COG,hans_only
2021-01,FB,hans_only
2021-01,FLT,hans_only
2021-01,LB,hans_only
2021-01,MMC,hans_only
2021-01,NLOK,hans_only
2021-01,PEAK,hans_only
2021-01,PKI,hans_only
2021-01,RE,hans_only
2021-01,VIAC,hans_only
2021-01,WLTW,hans_only
2021-01,WRK,hans_only
2021-01,BALL,pierre_only
2021-01,BBWI,pierre_only
2021-01,BF/B,pierre_only
2021-01,BRK/B,pierre_only
2021-01,COR,pierre_only
2021-01,CPAY,pierre_only
2021-01,CTRA,pierre_only
2021-01,DAY,pierre_only
2021-01,DOC,pierre_only
2021-01,DOW,pierre_only
2021-01,EG,pierre_only
2021-01,ELV,pierre_only
2021-01,FOX,pierre_only
2021-01,FOXA,pierre_only
2021-01,GEN,pierre_only
2021-01,IR,pierre_only
2021-01,META,pierre_only
2021-01,MRSH,pierre_only
2021-01,PSKY,pierre_only
2021-01,RVTY,pierre_only
2021-01,SW,pierre_only
