window_months,windows,pct_windows_strategy_outperformed,min_excess_cagr,median_excess_cagr,max_excess_cagr
36,68,0.7647058823529411,-0.04765628108112452,0.0375479407995396,0.12987394618695647
60,44,1.0,0.00726585070905883,0.04680709409909667,0.08605042234152105
