months,unique_historical_tickers,bulk_and_retry_download_failures,mean_monthly_coverage,median_monthly_coverage,min_monthly_coverage,mean_coverage_excluding_transport_failures,months_ge_99pct,months_ge_98pct,usable_without_alternate_price_source
100,653,78,0.9327626490886594,0.9356435643564357,0.854043392504931,0.9973313812894101,5,10,False
