year,strategy_return,spy_return,excess_return,months
2018,-0.043950424518646614,-0.09660443565800003,0.05265401113935342,11
2019,0.2529802571561308,0.3122388429675358,-0.059258585811404973,12
2020,0.14531847709459345,0.18331601399277964,-0.03799753689818619,12
2021,0.40852971574300834,0.2872877827790188,0.12124193296398955,12
2022,-0.02573284617989513,-0.18175373711458964,0.1560208909346945,12
2023,0.18970890384100692,0.26175796706932997,-0.07204906322832305,12
2024,0.35978993191772624,0.2488646804381094,0.11092525147961685,12
2025,0.09844778214894379,0.17719055511914772,-0.07874277297020393,12
2026,0.1961602290771265,0.12425598485160028,0.07190424422552621,8
