date,next_date,strategy_return,gross_return,spy_return,turnover,cost,regime,holdings,strategy_equity,spy_equity
2019-11-29,2019-12-31,0.006189991910557261,0.007025163402387828,0.029055817072157764,0.835171491830567,0.000835171491830567,RISK_ON,10,1.1979112429406358,1.185470750094149
2019-12-31,2020-01-31,0.03458688031853547,0.03505297957951163,-0.0004041179462694888,0.4660992609761624,0.0004660992609761624,RISK_ON,10,1.2393432557324515,1.1849916800892584
2020-01-31,2020-02-28,-0.051131747366997105,-0.05077311648149297,-0.07916546344844166,0.3586308855041372,0.0003586308855041372,NEUTRAL,10,1.1759734694793482,1.0911812645524448
2020-02-28,2020-03-31,-0.11346274324437827,-0.11297533662282365,-0.12487138221696203,0.48740662155462394,0.000487406621554624,NEUTRAL,10,1.0425442936496123,0.9549239517985285
2020-03-31,2020-04-30,0.07843111234313252,0.07919201584632794,0.1269836934642723,0.7609035031954211,0.0007609035031954212,NEUTRAL,10,1.1243122022675367,1.0761837221754045
2020-04-30,2020-05-29,0.10341650211188344,0.10420454585564329,0.04764501984641023,0.7880437437598413,0.0007880437437598414,RECESSION,10,1.2405846375077536,1.1274585169768352
2020-05-29,2020-06-30,-0.03379988117485788,-0.033390673602948444,0.017734610714417842,0.40920757190944,0.00040920757190944,RECESSION,10,1.1986530241726374,1.1474535548720741
2020-06-30,2020-07-31,0.07322971748111498,0.07393075180401418,0.05889192863669912,0.7010343228991941,0.0007010343228991942,RECESSION,10,1.2864300464906837,1.215029307739527
2020-07-31,2020-08-31,0.05279059959692666,0.05314588774386142,0.06979708388129224,0.3552881469347594,0.00035528814693475943,RECESSION,10,1.3543414599844292,1.2998348102500514
2020-08-31,2020-09-30,-0.03453656331915808,-0.03401666390666475,-0.0374437397121572,0.5198994124933264,0.0005198994124933264,RECESSION,10,1.307567160395916,1.2511641339462474
2020-09-30,2020-10-30,-0.020064977534504237,-0.019532573407074094,-0.024933502643533556,0.5324041274301433,0.0005324041274301434,RECESSION,10,1.2813308546977165,1.2199682297050043
2020-10-30,2020-11-30,0.04780580504856445,0.04832327729355323,0.1087765985942386,0.5174722449887783,0.0005174722449887783,RECESSION,10,1.3425859077401059,1.3526722241253495
2020-11-30,2020-12-31,0.021900999071745326,0.02222932359820014,0.03704836817618107,0.3283245264548141,0.0003283245264548141,RECESSION,10,1.3719898804592603,1.402786522706439
2020-12-31,2021-01-29,-0.015190825810437406,-0.014859064285213278,-0.010190452682016349,0.3317615252241278,0.0003317615252241278,RECESSION,10,1.351148221171521,1.3884914930238288
2021-01-29,2021-02-26,0.03802283582546399,0.03857250831632783,0.027805706239982797,0.5496724908638437,0.0005496724908638438,RECESSION,10,1.4025227081609932,1.4270994795955645
2021-02-26,2021-03-31,0.04804079462437499,0.048537154161019065,0.04539916974055758,0.4963595366440792,0.0004963595366440793,RECESSION,10,1.4699010135397779,1.491888611106385
2021-03-31,2021-04-30,0.05330565223730971,0.05375268440984436,0.05291040627308674,0.4470321725346561,0.0004470321725346561,RECESSION,10,1.5482550457907982,1.5708250436342148
2021-04-30,2021-05-28,0.03252685420520569,0.03326752823210044,0.00656605549801359,0.7406740268947509,0.0007406740268947509,RISK_ON,10,1.5986149119377095,1.5811391680483866
2021-05-28,2021-06-30,0.01624267203808106,0.016786797778705065,0.02242760751909123,0.5441257406240066,0.0005441257406240067,RISK_ON,10,1.6245806896674997,1.6166003367424382
2021-06-30,2021-07-30,0.05335411922256533,0.053894818692242885,0.02441242436264468,0.5406994696775544,0.0005406994696775545,RISK_ON,10,1.7112587614706969,1.6560654701877888
2021-07-30,2021-08-31,0.05405977791623919,0.054394065805895384,0.029759713473022753,0.33428788965619344,0.00033428788965619345,RISK_ON,10,1.8037690300730214,1.7053495040731441
2021-08-31,2021-09-30,-0.08901247479146412,-0.08842954348174015,-0.04660533916455345,0.5829313097239817,0.0005829313097239817,RISK_ON,10,1.6432110847540229,1.6258711120417122
2021-09-30,2021-10-29,0.10958869827949905,0.11001608535554397,0.07016353506348905,0.4273870760449225,0.0004273870760449225,RISK_ON,10,1.82328844853066,1.7399479768201649
2021-10-29,2021-11-30,0.011440705032313566,0.012018347591351172,-0.008034986713717829,0.5776425590376052,0.0005776425590376052,RISK_ON,10,1.8441481538591238,1.7259675179438547
2021-11-30,2021-12-31,0.047903072365189106,0.04839714504734021,0.046247935580096655,0.49407268215110445,0.0004940726821511045,RISK_ON,10,1.9324885163255674,1.8057899525270615
2021-12-31,2022-01-31,-0.10840968712991084,-0.10790262383457222,-0.05274124495483978,0.5070632953386224,0.0005070632953386224,RISK_ON,10,1.722988040888567,1.7105503423038433
2022-01-31,2022-02-28,0.034688931429303974,0.03553953645549876,-0.029517123530356182,0.8506050261947862,0.0008506050261947862,RISK_ON,10,1.7827566548924612,1.6600598165451677
2022-02-28,2022-03-31,0.06555942332802157,0.0663308413023318,0.03759023790479299,0.7714179743102251,0.0007714179743102251,RISK_ON,10,1.899633153121404,1.7224618599852874
2022-03-31,2022-04-29,-0.047850326754990125,-0.04747507397649894,-0.08776897359788871,0.37525277849118543,0.00037525277849118543,RISK_ON,10,1.8087350860299325,1.5712831504728684
2022-04-29,2022-05-31,0.023539994155749738,0.02385085972715368,0.002257291700429098,0.3108655714039421,0.00031086557140394213,RISK_ON,10,1.8513126993843765,1.574829994887455
2022-05-31,2022-06-30,-0.11093149083326037,-0.11045131562136702,-0.08246026317075283,0.48017521189334766,0.00048017521189334765,RISK_ON,10,1.64594382164312,1.44496909905984
2022-06-30,2022-07-29,0.04190247052442513,0.04246517008592714,0.09208731718815,0.562699561502003,0.0005626995615020029,RISK_ON,10,1.7149129341143803,1.578032426812039
2022-07-29,2022-08-31,0.003989035417869463,0.004421645694496593,-0.04080200397061995,0.43261027662712953,0.00043261027662712956,RISK_ON,10,1.7217537825471252,1.513645541467487
2022-08-31,2022-09-30,-0.07810860752241883,-0.07756445783314578,-0.09244601013894183,0.5441496892730547,0.0005441496892730547,RISK_ON,10,1.5872699920959117,1.3737150503942195
2022-09-30,2022-10-31,0.1725156337537435,0.1732722653647437,0.08127573475618233,0.7566316110001808,0.0007566316110001808,HIGH_REAL_RATES,10,1.8610988807206372,1.4853647504606358
2022-10-31,2022-11-30,0.06175829642598211,0.06220379124582766,0.05559159019349047,0.44549481984554845,0.00044549481984554844,HIGH_REAL_RATES,10,1.976037177074246,1.5679385389560996
2022-11-30,2022-12-30,-0.04720411719267654,-0.046850865253046735,-0.05762831673553204,0.35325193962980633,0.0003532519396298063,HIGH_REAL_RATES,10,1.8827600865905474,1.4775808802112902
2022-12-30,2023-01-31,-0.03420787659877438,-0.03363099434379522,0.06288730808705378,0.5768822549791662,0.0005768822549791663,RECESSION,10,1.8183548618833603,1.5705019642486777
2023-01-31,2023-02-28,0.0009635191858787017,0.0017370266130648433,-0.025142341436343196,0.7735074271861416,0.0007735074271861416,NEUTRAL,10,1.820106881679521,1.5310158676370897
2023-02-28,2023-03-31,-0.0005629291064871387,0.00021243051783853453,0.03707744580155059,0.7753596243256732,0.0007753596243256732,HIGH_REAL_RATES,10,1.819082290538906,1.5877820254907178
2023-03-31,2023-04-28,0.004786339185041277,0.005256898631068921,0.015975075601554423,0.47055944602764416,0.0004705594460276442,NEUTRAL,10,1.827789035386927,1.6131469633867213
2023-04-28,2023-05-31,0.07058905262140407,0.07090015830730435,0.004616124106904929,0.31110568590028526,0.00031110568590028524,NEUTRAL,10,1.9568109317866804,1.620593449972391
2023-05-31,2023-06-30,0.07727417510855902,0.07776896973555071,0.06479971566276754,0.494794626991684,0.000494794626991684,NEUTRAL,10,2.1080218823839068,1.7256074447355456
2023-06-30,2023-07-31,0.029342687079514054,0.029891741870849305,0.032733332056572584,0.5490547913352517,0.0005490547913352518,STAGFLATION,10,2.169876908835466,1.7820923262233679
2023-07-31,2023-08-31,-0.005059113919376256,-0.004690171470956774,-0.016251874332696037,0.3689424484194818,0.0003689424484194818,HIGH_REAL_RATES,10,2.1588992543626433,1.7531299856883238
2023-08-31,2023-09-29,-0.008105981971116847,-0.007234897940805649,-0.04743453602290393,0.8710840303111967,0.0008710840303111967,STAGFLATION,10,2.141399255929322,1.669971078229358
2023-09-29,2023-10-31,-0.011076095781935589,-0.010196096090494341,-0.021708661289990272,0.8799996914412478,0.0008799996914412478,RECESSION,10,2.117680912663283,1.633718241727997
2023-10-31,2023-11-30,0.03127222822062472,0.0316158014397072,0.0913438546150167,0.3435732190824845,0.00034357321908248453,RECESSION,10,2.1839055134625505,1.7829483632822998
2023-11-30,2023-12-29,0.02565629557015679,0.026569986517550034,0.0456553235023327,0.9136909473932471,0.0009136909473932471,STAGFLATION,10,2.2399364388132406,1.8643494475959077
2023-12-29,2024-01-31,0.0756321635354524,0.07619062997366734,0.015926453767612703,0.5584664382149335,0.0005584664382149335,HIGH_REAL_RATES,10,2.4093476778625824,1.8940419228797183
2024-01-31,2024-02-29,0.09721182692702157,0.0977650383251282,0.05218689396855836,0.5532113981066272,0.0005532113981066273,STAGFLATION,10,2.6435647673299814,1.9928860878810466
2024-02-29,2024-03-28,0.06804686412622145,0.06860585127856836,0.03270183452575459,0.5589871523469124,0.0005589871523469125,STAGFLATION,10,2.823451059861351,2.058057118955611
2024-03-28,2024-04-30,-0.07415023184207156,-0.07374837448592156,-0.040319571262241616,0.4018573561500087,0.0004018573561500087,HIGH_REAL_RATES,10,2.614091509177889,1.9750771382861165
2024-04-30,2024-05-31,0.03844285164773486,0.03922247086798382,0.050579662758128086,0.7796192202489627,0.0007796192202489627,STAGFLATION,10,2.714584641258818,2.074975873861917
2024-05-31,2024-06-28,0.00474982110506531,0.005315276741249816,0.035280096711594267,0.5654556361845057,0.0005654556361845057,HIGH_REAL_RATES,10,2.7274784326793555,2.1481812233659903
2024-06-28,2024-07-31,0.003620431148051391,0.0043259952833336794,0.012109116371118,0.7055641352822883,0.0007055641352822884,HIGH_REAL_RATES,10,2.7373530805526665,2.1741937997859795
2024-07-31,2024-08-30,0.052469596330026645,0.0532167334224204,0.023365738515666923,0.7471370923937527,0.0007471370923937527,RECESSION,10,2.8809808917020194,2.224995443594163
2024-08-30,2024-09-30,0.0006803149346574196,0.0011883477130038452,0.021004553657945513,0.5080327783464256,0.0005080327783464256,RECESSION,10,2.882940866029107,2.271730479777821
2024-09-30,2024-10-31,0.01127345175058669,0.011637875391435706,-0.008923647328876738,0.36442364084901463,0.00036442364084901465,RECESSION,10,2.9154415607820807,2.251458358150024
2024-10-31,2024-11-29,0.08421450320711266,0.08521450320711266,0.059633644566613464,1.0,0.001,HIGH_REAL_RATES,10,3.160964023452713,2.3857210256364736
2024-11-29,2024-12-31,-0.036419587494411224,-0.03598120185498283,-0.024060167942029365,0.4383856394283933,0.00043838563942839333,HIGH_REAL_RATES,10,3.045843017633891,2.3283201770968294
2024-12-31,2025-01-31,0.04521501658093829,0.045401637076766,0.026856448962747637,0.18662049582770904,0.00018662049582770905,HIGH_REAL_RATES,10,3.183560860179142,2.390850589101966
2025-01-31,2025-02-28,0.03127205931794572,0.031861441591777166,-0.012694837025141514,0.5893822738314463,0.0005893822738314463,HIGH_REAL_RATES,10,3.283117364240954,2.360499130521853
2025-02-28,2025-03-31,-0.03811338645995465,-0.03742988076969188,-0.05571930509365142,0.6835056902627732,0.0006835056902627732,HIGH_REAL_RATES,10,3.157986643344251,2.2289737592950067
2025-03-31,2025-04-30,-0.06424533365470607,-0.0635408957202945,-0.008670276875496041,0.7044379344115618,0.0007044379344115618,HIGH_REAL_RATES,10,2.9551007377654943,2.2096479396537037
2025-04-30,2025-05-30,0.04367739102578279,0.04435022188648451,0.06284505165897136,0.6728308607017224,0.0006728308607017224,HIGH_REAL_RATES,10,3.084171828209457,2.3485133785693804
2025-05-30,2025-06-30,0.02307087102604132,0.023560044263418543,0.051386124993305415,0.4891732373772225,0.0004891732373772226,HIGH_REAL_RATES,10,3.155326358680227,2.4691943805889967
2025-06-30,2025-07-31,-0.010539850411765597,-0.010180457469901176,0.023031548697107995,0.35939294186442106,0.0003593929418644211,HIGH_REAL_RATES,10,3.122069690859436,2.5260637512081576
2025-07-31,2025-08-29,0.04921076823295388,0.04975289375868402,0.02051958167671608,0.5421255257301365,0.0005421255257301365,HIGH_REAL_RATES,10,3.2757091388234496,2.577897522671665
2025-08-29,2025-09-30,0.051090970797546084,0.05147310188200552,0.03562033510828466,0.3821310844594319,0.0003821310844594319,HIGH_REAL_RATES,10,3.443068298776333,2.669723096304047
2025-09-30,2025-10-31,-0.047591101522138024,-0.04703800972982399,0.02383739357630099,0.5530917923140313,0.0005530917923140312,STAGFLATION,10,3.2792088858216135,2.733362336490387
2025-10-31,2025-11-28,0.03605414183005087,0.03681989814560519,0.0019500049129079766,0.7657563155543197,0.0007657563155543197,STAGFLATION,10,3.397437948081389,2.738692406475301
2025-11-28,2025-12-31,-0.01522866388680157,-0.014666963174219033,0.0007975029584423865,0.5617007125825355,0.0005617007125825356,HIGH_REAL_RATES,10,3.345699507493793,2.7408765217717286
2025-12-31,2026-01-30,0.010522778308806225,0.011060237971511391,0.014737728839574471,0.5374596627051649,0.0005374596627051648,STAGFLATION,10,3.3809055616990324,2.7812708167323565
2026-01-30,2026-02-27,0.05693810942484367,0.05757977097993396,-0.008641958340223965,0.6416615550902967,0.0006416615550902967,HIGH_REAL_RATES,10,3.573407932526114,2.757235190201275
2026-02-27,2026-03-31,0.04660618039525459,0.0473507282010566,-0.04937956664344334,0.7445478058020032,0.0007445478058020032,HIGH_REAL_RATES,10,3.73995082725526,2.621084111375084
2026-03-31,2026-04-30,-0.0029572928156754276,-0.0024842962972122145,0.10505268686597247,0.47299651846321306,0.00047299651846321306,STAGFLATION,10,3.728890697542839,2.8964360397767464
2026-04-30,2026-05-29,-0.0482201764431061,-0.047794990396753556,0.05262575303750272,0.42518604635253926,0.00042518604635253924,STAGFLATION,10,3.5490829301702664,3.04886316749496
2026-05-29,2026-06-30,0.05800367419716817,0.05860083400236164,-0.010292566443839024,0.5971598051934711,0.0005971598051934711,HIGH_REAL_RATES,10,3.7549427801505932,3.0174825407653447
2026-06-30,2026-07-31,0.06209160601863337,0.0625600931883632,0.00034817917005858234,0.46848716972982557,0.0004684871697298256,STAGFLATION,10,3.9880932078782156,3.018533165332055
2026-07-31,2026-08-20,0.0034852448787635066,0.003950934651505589,0.02084246372761922,0.46568977274208223,0.0004656897727420822,STAGFLATION,10,4.001992689307005,3.081446833341104
