portfolio,total_return,cagr,annual_volatility,sharpe_0rf,sortino_0rf,max_drawdown,calmar,positive_month_rate,months,avg_monthly_turnover,annualized_excess_return_arith,information_ratio
regime_factor,3.001992689307005,0.1753524354637086,0.18247482495678316,0.9820790889369617,1.46725287686839,-0.20269843521527942,0.8650902276451837,0.6796116504854369,103,0.5549937958879007,0.03407989513039505,0.24649523352517996
SPY,2.081446833341104,0.14009828579933759,0.16363782802417562,0.886865931119873,1.3756411368079773,-0.2392719604670449,0.5855190283302477,0.6699029126213593,103,,,
