comparison,left_strategy,right_strategy,months,annualized_mean_return_delta,ci025,ci50,ci975,bootstrap_probability_dynamic_gt_static,block_months,bootstrap_reps
dynamic_equal_vs_static_neutral_equal,hyp_no_growth_low_vol_macro_sector_n10_equal,hyp_static_neutral_no_growth_low_vol_n10_equal_reconstructed,102,0.006477460677922013,-0.021314098648930163,0.006018578328104031,0.038110674633447236,0.65415,12,20000
