stress_case,excluded_symbols,excluded_sector,months,avg_names,min_names,avg_monthly_traded_notional,cagr,spy_cagr,cagr_excess_vs_spy,sharpe_0rf,max_drawdown
baseline_rebuilt,,,102,10.0,10,0.8716419312541894,0.23209293822993704,0.1396245388477111,0.09246839938222595,1.0257744136435343,-0.20782278814353872
exclude_expost_top1,NVDA,,102,9.57843137254902,9,0.8950802164681341,0.2123972273694461,0.1396245388477111,0.07277268852173502,0.9724886564353776,-0.20395992875789037
exclude_expost_top3,DECK;KLAC;NVDA,,102,8.843137254901961,7,0.9365503051197094,0.18238851628158814,0.1396245388477111,0.042763977433877054,0.8574546331916886,-0.1987322782807115
exclude_expost_top5,DECK;DVN;HOOD;KLAC;NVDA,,102,8.617647058823529,7,0.9363919031841668,0.16717895265919247,0.1396245388477111,0.027554413811481382,0.8185919894927268,-0.21500987837446583
exclude_information_technology,,Information Technology,102,7.098039215686274,1,1.0737889964890175,0.13470194336138164,0.1396245388477111,-0.004922595486329451,0.7089281922946321,-0.20632804736331767
