strategy,current_matrix_candidates,trial_count_assumed,ledger_trial_floor,observed_active_sharpe_annualized,selection_threshold_annualized,dsr_probability,passes_95pct
hyp_no_growth_low_vol_macro_sector_n10_score,19,19,20,0.6225909452954467,0.5477251770668815,0.5874226682944549,False
hyp_no_growth_low_vol_macro_sector_n10_score,19,20,20,0.6225909452954467,0.5543433335546868,0.5798034476363165,False
hyp_no_growth_low_vol_macro_sector_n10_score,19,25,20,0.6225909452954467,0.5824707186282931,0.5471207036849168,False
hyp_no_growth_low_vol_macro_sector_n10_score,19,50,20,0.6225909452954467,0.6638860242591716,0.4515061662853157,False
hyp_no_growth_low_vol_macro_sector_n10_score,19,100,20,0.6225909452954467,0.7380528096642992,0.3666593044555071,False
