months,it_holding_share_all,base_cagr,no_it_cagr,spy_cagr,years_no_it_beats_spy,years_total,years_it_adds_return,peak_it_holding_share,peak_it_holding_share_year
102,0.2901960784313726,0.23209293822993726,0.13470194336138164,0.13962451402008313,4,9,7,0.5,2020
