strategy,matrix_candidates_including_simple,trial_count_assumed,ledger_trial_floor,active_sharpe_annualized,selection_threshold_annualized,dsr_probability,passes_95pct
hyp_static_neutral_no_growth_low_vol_n10_equal_reconstructed,20,20,22,0.5521593286469944,0.5648342183353273,0.48506447576887035,False
hyp_static_neutral_no_growth_low_vol_n10_equal_reconstructed,20,22,22,0.5521593286469944,0.5772068759375028,0.47050511192365074,False
hyp_static_neutral_no_growth_low_vol_n10_equal_reconstructed,20,25,22,0.5521593286469944,0.5934939109846299,0.4514026078665089,False
hyp_static_neutral_no_growth_low_vol_n10_equal_reconstructed,20,50,22,0.5521593286469944,0.6764499920502507,0.35673380387671916,False
hyp_static_neutral_no_growth_low_vol_n10_equal_reconstructed,20,100,22,0.5521593286469944,0.7520203754661027,0.2774386960342887,False
