months,max_relative_drawdown_vs_spy,max_relative_drawdown_date,longest_consecutive_months_underperforming_spy,monthly_outperformance_rate,final_relative_wealth_multiple,positive_12m_windows,positive_24m_windows,positive_36m_windows,positive_60m_windows
102,-0.1993886807829618,2026-06-30,4,0.5294117647058824,1.9408603556070987,0.8681318681318682,0.9873417721518988,1.0,1.0
