dynamic_strategy,static_strategy,months,avg_overlap_names,median_overlap_names,min_overlap_names,identical_selection_months,avg_names_different_per_side,avg_jaccard,avg_sector_weight_half_l1,annualized_mean_return_delta
hyp_no_growth_low_vol_macro_sector_n10_equal,hyp_static_neutral_no_growth_low_vol_n10_equal_reconstructed,102,8.27450980392157,8.0,5,17,1.7254901960784315,0.7247948130301071,0.12843137254901957,0.0064774121411969605
