candidate_count,common_months,observed_best_strategy,observed_best_annualized_active_mean,block_months,bootstrap_reps,max_mean_reality_check_proxy_p,passes_5pct,note
19,102,hyp_no_growth_low_vol_macro_sector_n10_score,0.09785969763374594,12,10000,0.0261,True,"Circular-block max-mean data-snooping proxy; conservative diagnostic, not formal White/SPA inference."
