cost_bps_per_dollar_traded,cagr,max_drawdown,spy_cagr,cagr_excess_vs_spy,avg_monthly_traded_notional,estimated_break_even_cost_bps_vs_spy_cagr
0,0.2448112418046886,-0.20362887450697553,0.13962451402008313,0.10518672778460547,0.8716419277379948,85.65738972255491
5,0.23843728296725097,-0.2057280345207041,0.13962451402008313,0.09881276894716784,0.8716419277379948,85.65738972255491
10,0.23209295165762311,-0.20782267467186555,0.13962451402008313,0.09246843763753998,0.8716419277379948,85.65738972255491
25,0.21323648559728192,-0.21407955214165475,0.13962451402008313,0.07361197157719879,0.8716419277379948,85.65738972255491
50,0.1823901135491861,-0.22441799371643856,0.13962451402008313,0.04276559952910297,0.8716419277379948,85.65738972255491
100,0.1228221955142359,-0.24476194654852945,0.13962451402008313,-0.016802318505847236,0.8716419277379948,85.65738972255491
