total_return,cagr,annual_volatility,sharpe_0rf,sortino_0rf,max_drawdown,calmar,positive_month_rate,months,portfolio,avg_monthly_turnover_half_l1,avg_monthly_traded_notional,annualized_excess_return_arith_vs_spy,information_ratio_vs_spy,active_t_stat_iid,avg_max_stock_weight,peak_max_stock_weight,avg_top3_stock_weight,avg_effective_stock_count,avg_max_sector_weight,peak_max_sector_weight,avg_effective_sector_count,avg_valid_weight_fraction,period
0.7389247116071049,0.14833921200315037,0.20653664940671076,0.7769285867839153,1.0192698093297659,-0.2359319490876528,0.6287372802911054,0.7083333333333334,48,dynamic_no_macro_sector_n10,0.5055320228920374,0.9902307124507413,0.00578066175579229,0.051646943594770865,0.10329388718954174,0.142171157197702,0.20382974364245826,0.3893145991035212,9.373888765214781,0.4378763253027886,0.6397046671695117,3.3447771850507784,1.0,2018-2021
0.6235048006974724,0.12879062629617977,0.2214377138835939,0.66114625248239,0.799291898945505,-0.21642313676555647,0.5950871437359033,0.6666666666666666,48,full_dynamic_n10_equal,0.4865481452381751,0.9522629571430169,-0.008280850694442635,-0.06695907505948166,-0.1339181501189633,0.09999999999999999,0.1,0.30000000000000004,9.999999999999998,0.41458333333333336,0.8,3.6621547598714774,1.0,2018-2021
0.5644256551223044,0.11837830132455607,0.208066547848639,0.644549625972212,0.8156429318205608,-0.25271117101949636,0.46843319528373095,0.6875,48,full_dynamic_n10_invvol,0.5175647451056954,1.0142961568780575,-0.020574349793678892,-0.17409527758302706,-0.3481905551660541,0.14508750895698266,0.20380875910999108,0.39135952991992823,9.365854290588826,0.40873803137811904,0.8169943839070094,3.6822269870881974,1.0,2018-2021
0.6287817750873832,0.1297067542544741,0.22140541430568336,0.6648872351953261,0.8054699760019415,-0.21241699585364793,0.610623240071807,0.6666666666666666,48,full_dynamic_n10_score,0.48147202432628955,0.9421107153192457,-0.007473931611866968,-0.06053182037014156,-0.12106364074028313,0.10639792757193085,0.11159431832331446,0.3119187367822957,9.989195641749355,0.415852590873184,0.8072287843730132,3.649035654851863,1.0,2018-2021
0.5874854037720283,0.12247695944536718,0.1941872793202565,0.6942639786635489,0.8988031329090025,-0.2102760030627655,0.5824580915626826,0.625,48,full_dynamic_n20_invvol,0.4506549816197189,0.8804766299061044,-0.019866332240117284,-0.21677263422273677,-0.4335452684454736,0.07631476470482822,0.09562646730542589,0.21137771671761563,18.718918278828735,0.3444037438872183,0.564353403916732,4.446878935013892,1.0,2018-2021
0.7220828664998951,0.14554858038026364,0.2307754055624069,0.7081800092256285,0.9140971109955296,-0.26674216287069663,0.545652696273661,0.6666666666666666,48,full_dynamic_n5_invvol,0.55142356967182,1.0820138060103068,0.008746963453385007,0.06477407937594754,0.12954815875189507,0.2739884042681955,0.38987181560735923,0.6947473958806616,4.689416575381704,0.5032062519118385,1.0,2.6948175292899665,1.0,2018-2021
0.624790719256451,0.1290140783417677,0.20254990734087416,0.70294674243557,0.9514734394497119,-0.20237932563330496,0.6374864524231632,0.625,48,full_dynamic_strict_12_30,0.5019071720747753,0.9829810108162172,-0.012301767840954431,-0.12272297587216165,-0.2454459517443233,0.11956852515951695,0.12,0.3550217980465626,9.676797456875432,0.2899104735575295,0.30000000000000004,4.48342283373225,1.0,2018-2021
1.136989777627797,0.2090676775671838,0.20243967717149383,1.0456936346431882,1.3615276626605712,-0.19468931241719567,1.073852873439591,0.6875,48,hyp_no_growth_low_vol_macro_sector_n10,0.4772272506605872,0.933621167987841,0.05700631643060455,0.4943705894843037,0.9887411789686074,0.14588995769016008,0.18878438929298214,0.39465389377606863,9.31771075489012,0.44115586656398725,0.7543049549937638,3.313599253772761,1.0,2018-2021
0.9444363706573999,0.1808600605268218,0.20872835492400418,0.9064593289850076,1.1356315009541669,-0.19352100734079047,0.93457585309241,0.7083333333333334,48,hyp_no_growth_low_vol_n10,0.4748298128759696,0.9288262924186058,0.03452019915770885,0.29176042223338505,0.5835208444667701,0.14812436383255356,0.20031952172776848,0.39693437570508533,9.29833780921633,0.45604871482687104,0.8291991267415455,3.241212580228424,1.0,2018-2021
1.1956962396934285,0.21728722571488124,0.210352025345742,1.0462652545414537,1.4981267976739863,-0.17680185082307764,1.228987279846502,0.7083333333333334,48,hyp_static_neutral_no_growth_low_vol_n10,0.4765988419918685,0.9323643506504037,0.06540044995482457,0.534454684850476,1.0689093697009522,0.14830665201657564,0.18878438929298214,0.39816592319290245,9.264055288403364,0.47673061542224077,0.9172559705490085,3.114368668295178,1.0,2018-2021
0.7663614177726743,0.15284227157503483,0.19416774399455242,0.8332185074298429,1.0763498120656443,-0.1710909431362565,0.8933393479122477,0.625,48,no_growth_n10,0.5104496885293471,1.0000660437253608,0.0071005924553123375,0.05995319553924722,0.11990639107849443,0.14194464230191697,0.16757273583015056,0.3876577179458713,9.371045321442255,0.4396070801150868,0.9061320589563425,3.3547942093352994,1.0,2018-2021
0.895551670610989,0.17336709984623155,0.22358235750026673,0.8315387664137232,1.1205724279573979,-0.20587866111007003,0.8420838707200614,0.7083333333333334,48,no_low_vol_n10,0.46027554408374544,0.8997177548341574,0.031233832360795397,0.26915301137468073,0.5383060227493615,0.14716969783451908,0.18091181645595902,0.3962444509705465,9.326246787986804,0.4156777145266841,0.7532138950826208,3.5623104113699875,1.0,2018-2021
0.37807476092160996,0.08347325314432852,0.2026860055213502,0.49856211109099224,0.6359709016565809,-0.23528897510695246,0.3547690796238332,0.5833333333333334,48,no_momentum_n10,0.5411917851971159,1.0615502370608982,-0.05363200258552363,-0.4963373329976859,-0.9926746659953717,0.14585888046447087,0.18456753765847753,0.3973785083071359,9.313890290048791,0.4403502160050343,0.8927587602762206,3.338263110536296,1.0,2018-2021
0.4497146675643262,0.0972880087766006,0.2024682005603194,0.5617713023355387,0.6871079059675892,-0.29865332662481037,0.325755650794477,0.6458333333333334,48,no_quality_n10,0.5404310391394759,1.0600287449456183,-0.04094274067654479,-0.37280297907406756,-0.7456059581481351,0.14147171100369074,0.1699808288727737,0.38859063709460356,9.38873137981842,0.43515168739382143,0.7425058169094099,3.3758135942334264,1.0,2018-2021
0.6653090546596503,0.13598791399722154,0.21012058690350596,0.7153492140772931,0.9011829619103617,-0.2351266579284994,0.5783602556821721,0.6458333333333334,48,no_sector_rotation_n10,0.44287627029873083,0.8649192072641284,-0.00437396868396594,-0.04571587544540443,-0.09143175089080886,0.1416284318428457,0.16943991275958878,0.3897276419157089,9.394608544347115,0.32431207938843126,0.7017859510250719,4.618626207460719,1.0,2018-2021
0.4413722117619696,0.09570599101940647,0.21139154861699738,0.5389188427166748,0.7497587557359604,-0.22047154706778238,0.4340967906846608,0.625,48,no_value_n10,0.5432377346287875,1.0656421359242418,-0.04076067664609057,-0.3085988583242887,-0.6171977166485774,0.1429368440960308,0.18359805383073763,0.3847311550637538,9.427378907332466,0.4696722835449904,0.8568479501554744,3.1182844653236725,1.0,2018-2021
0.9648457280698235,0.18394659880941355,0.2052874591332246,0.930711334589678,1.190911184768914,-0.21507245050331414,0.8552773652736106,0.6666666666666666,48,static_neutral_n10_invvol,0.48888500790672174,0.9569366824801101,0.03637979967755899,0.3322365935935258,0.6644731871870516,0.14091516403929763,0.20382974364245826,0.3882328001429796,9.366882578442203,0.433596334953692,0.6901000556826355,3.427200580446664,1.0,2018-2021
