strategy,category,score_variant,n,allocation,signal_date,execution_date,exit_execution_date,regime,gross_return,net_return,turnover_half_l1,traded_notional,cost,valid_weight_fraction,max_stock_weight,top3_stock_weight,stock_hhi,effective_stock_count,max_sector_weight,sector_hhi,effective_sector_count
static_neutral_n10_invvol,macro_ablation,static_neutral,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.07709710632671474,-0.07774344340324947,0.32316853826736486,0.6463370765347297,0.0006463370765347297,1.0000000000000002,0.13161273944538696,0.3862464722740246,0.10848042336620115,9.218253109358406,0.25463373282863766,0.1867501801724347,5.3547471765577725
dynamic_no_macro_sector_n10,macro_ablation,dynamic_no_macro_sector,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.08376263266790002,-0.08460998835233892,0.42367784221945276,0.8473556844389055,0.0008473556844389056,1.0,0.14645915572237495,0.4173033050987411,0.10889955700289668,9.182773810304852,0.3614581446054382,0.21696159551743532,4.609110647509221
no_sector_rotation_n10,factor_ablation,no_sector_rotation,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.09376184477504329,-0.0945254732766784,0.38181425081755543,0.7636285016351109,0.0007636285016351109,0.9999999999999999,0.14517190186509474,0.40459372827801116,0.10938776576642696,9.141790153528465,0.21491283744022854,0.1722699273388939,5.804843685995025
no_momentum_n10,factor_ablation,no_momentum,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.07232085996171855,-0.07293313286437976,0.306136451330601,0.612272902661202,0.000612272902661202,0.9999999999999999,0.15238545330660794,0.4260956011419218,0.10961759906450234,9.122622722393048,0.3487833167106907,0.25666439449611816,3.896138387107387
no_quality_n10,factor_ablation,no_quality,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.08431150660962985,-0.08530296868836724,0.4957310393686917,0.9914620787373833,0.0009914620787373834,1.0,0.1463709920793054,0.4056571245323603,0.10748159637372627,9.303918379876693,0.3719481765953495,0.2533074391754376,3.9477719377495757
no_value_n10,factor_ablation,no_value,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.09486510881816577,-0.09589575862855414,0.5153249051941835,1.030649810388367,0.001030649810388367,1.0,0.1458138747782421,0.40524489904889804,0.10729835847882774,9.319807070462513,0.37931253700787393,0.2582384130486214,3.8723905874209312
no_growth_n10,factor_ablation,no_growth,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.07654854300889503,-0.07758645170397381,0.5189543475393853,1.0379086950787706,0.0010379086950787705,1.0,0.1297741173083649,0.3712178813445962,0.1058458501458535,9.447701526531457,0.24213870020923156,0.18242171693778486,5.481803464995624
no_low_vol_n10,factor_ablation,no_low_vol,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.0952858299690743,-0.09613447884431743,0.4243244376215696,0.8486488752431391,0.0008486488752431392,1.0,0.15429092958209162,0.40676630504674405,0.10785057027493487,9.272088199911968,0.3925675869609132,0.2514646274639125,3.976702449506578
hyp_no_growth_low_vol_n10,interaction_hypothesis,no_growth_low_vol,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.09104711474500765,-0.09211008402962449,0.5314846423084217,1.0629692846168435,0.0010629692846168435,1.0,0.1399764927821734,0.39585448981387106,0.10751887115631127,9.30069288530938,0.3510774962387012,0.23964587777531243,4.172823706726062
hyp_no_growth_low_vol_macro_sector_n10,interaction_hypothesis,no_growth_low_vol_macro_sector,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.08493490289019007,-0.08562508885761302,0.345092983711481,0.690185967422962,0.000690185967422962,0.9999999999999999,0.14403302950235425,0.41007832914904985,0.10985464058262896,9.102938161705,0.4171051622015142,0.27490416489294267,3.637631319225138
hyp_static_neutral_no_growth_low_vol_n10,interaction_hypothesis,static_neutral_no_growth_low_vol,10,invvol,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.08403615046693527,-0.08471987813199414,0.3418638325294296,0.6837276650588592,0.0006837276650588592,1.0,0.14787106184242257,0.4132767655971352,0.1099042019151981,9.098833189031282,0.3227262897692778,0.22514732853025046,4.4415361555828605
hyp_no_growth_low_vol_macro_sector_n10_equal,allocation_decomposition,no_growth_low_vol_macro_sector,10,equal,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.09108878897356117,-0.09188878897356116,0.39999999999999997,0.7999999999999999,0.0007999999999999999,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.5,0.32,3.125
hyp_no_growth_low_vol_macro_sector_n10_score,allocation_decomposition,no_growth_low_vol_macro_sector,10,score,2018-11-30,2018-12-03,2019-01-02,RISK_ON,-0.09118807639866176,-0.09197381511632932,0.39286935883377855,0.7857387176675571,0.0007857387176675571,1.0,0.10455178402899012,0.3101202165720775,0.10007775684105914,9.992230357322793,0.4980776697031436,0.31812455369445836,3.143422877570295
full_dynamic_n10_invvol,base,full_dynamic,10,invvol,2018-12-31,2019-01-02,2019-02-01,RISK_ON,0.06832331611106024,0.0672261348656598,0.5485906227002173,1.0971812454004346,0.0010971812454004346,1.0,0.14014975579733147,0.39688894714990125,0.10918013251048225,9.15917554784055,0.48099258178713294,0.31467528111120624,3.1778791027649866
full_dynamic_n10_equal,allocation,full_dynamic,10,equal,2018-12-31,2019-01-02,2019-02-01,RISK_ON,0.0862155825311235,0.08520939762517668,0.5030924529734156,1.0061849059468313,0.0010061849059468313,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.4,0.28,3.571428571428571
full_dynamic_n10_score,allocation,full_dynamic,10,score,2018-12-31,2019-01-02,2019-02-01,RISK_ON,0.08694833727493682,0.08596537328487058,0.49148199503312145,0.9829639900662429,0.0009829639900662429,1.0,0.1098770957497377,0.32063875944921283,0.10024095255083888,9.975962663491583,0.38581555619544344,0.2747223252636506,3.6400390796062956
