strategy,category,score_variant,n,allocation,signal_date,execution_date,exit_execution_date,regime,gross_return,net_return,turnover_half_l1,traded_notional,cost,valid_weight_fraction,max_stock_weight,top3_stock_weight,stock_hhi,effective_stock_count,max_sector_weight,sector_hhi,effective_sector_count
hyp_no_growth_low_vol_macro_sector_n10,interaction_hypothesis,no_growth_low_vol_macro_sector,10,invvol,2022-03-31,2022-04-01,2022-05-02,RISK_ON,-0.05768448524286199,-0.05839225443123952,0.3538845941887647,0.7077691883775294,0.0007077691883775294,1.0000000000000002,0.17461279750430947,0.45654502995225643,0.11449592037000882,8.733935643893396,0.3991024594521866,0.3100051363160197,3.2257530048811787
hyp_static_neutral_no_growth_low_vol_n10,interaction_hypothesis,static_neutral_no_growth_low_vol,10,invvol,2022-03-31,2022-04-01,2022-05-02,RISK_ON,-0.056394932507977676,-0.05690357382591904,0.25432065897068074,0.5086413179413615,0.0005086413179413615,1.0,0.1798163660286503,0.4344187932578021,0.11146842204114348,8.971150588557679,0.41520988258869773,0.25996399045449303,3.84668660552451
hyp_no_growth_low_vol_macro_sector_n10_equal,allocation_decomposition,no_growth_low_vol_macro_sector,10,equal,2022-03-31,2022-04-01,2022-05-02,RISK_ON,-0.059922174665909524,-0.06055988381020514,0.3188545721478094,0.6377091442956188,0.0006377091442956187,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.5,0.3400000000000001,2.9411764705882346
hyp_no_growth_low_vol_macro_sector_n10_score,allocation_decomposition,no_growth_low_vol_macro_sector,10,score,2022-03-31,2022-04-01,2022-05-02,RISK_ON,-0.059673904335955534,-0.060295532677489605,0.31081417076703516,0.6216283415340703,0.0006216283415340703,1.0,0.10539989564339076,0.31035269509803326,0.10007423765630988,9.992581741510254,0.5046403386476586,0.34361202293570414,2.9102590516371936
full_dynamic_n10_invvol,base,full_dynamic,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.03490251585039849,0.03429481810001957,0.30384887518946,0.60769775037892,0.0006076977503789201,0.9999999999999999,0.1394434817965162,0.3989890893467313,0.10856964307215461,9.210677788959913,0.3700821525000084,0.24303429049487785,4.114645706841421
full_dynamic_n10_equal,allocation,full_dynamic,10,equal,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.041713860937036204,0.04107485040888483,0.3195052640756853,0.6390105281513706,0.0006390105281513706,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.30000000000000004,0.24000000000000007,4.166666666666665
full_dynamic_n10_score,allocation,full_dynamic,10,score,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.03915205287259118,0.038529274689270275,0.31138909166045114,0.6227781833209023,0.0006227781833209023,1.0,0.10825484982042952,0.31491304317646446,0.10015610964192918,9.98441336804242,0.30678388879078233,0.24139884321847402,4.1425219220912615
full_dynamic_n5_invvol,breadth,full_dynamic,5,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,-0.0068724883052807394,-0.007597261280189166,0.36238648745421326,0.7247729749084265,0.0007247729749084265,0.9999999999999999,0.26635801510513235,0.7283517790827381,0.2152108355285896,4.646606187573466,0.5105160273147427,0.38187178482106826,2.6186799856621117
full_dynamic_n20_invvol,breadth,full_dynamic,20,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.0502445068236218,0.049493464358982275,0.37552123231976037,0.7510424646395207,0.0007510424646395207,1.0,0.07738889666325086,0.22198104232536794,0.05459915075915387,18.315303188710203,0.30513039799286523,0.2322262326369698,4.30614572972581
full_dynamic_strict_12_30,constraint_baseline,full_dynamic,10,strict,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.043048403716279535,0.0421925516395675,0.42792603835601845,0.8558520767120369,0.0008558520767120369,0.9999999999999999,0.12,0.36,0.10316760072680944,9.692965552703185,0.29999999999999993,0.22469879524070316,4.450402143584144
static_neutral_n10_invvol,macro_ablation,static_neutral,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.019161251502070206,0.01821704339652382,0.4721040527731929,0.9442081055463858,0.0009442081055463859,1.0,0.1418371833876123,0.3937520252179053,0.1085098944429216,9.2157494497059,0.3440345980900975,0.2373896261269068,4.212483992309786
dynamic_no_macro_sector_n10,macro_ablation,dynamic_no_macro_sector,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,-0.013708169987688564,-0.014881988597855276,0.5869093050833563,1.1738186101667125,0.0011738186101667126,0.9999999999999999,0.13936708335649836,0.39177144745039255,0.10778967875843032,9.277326099478604,0.44683468980871377,0.29655537628806083,3.372051495126644
no_sector_rotation_n10,factor_ablation,no_sector_rotation,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.00046166222908916306,-0.00011335506206802161,0.28750864557859235,0.5750172911571847,0.0005750172911571847,1.0,0.13929630411309418,0.3982274252952932,0.10719178636256355,9.329073000216809,0.26605808656367236,0.1866513372431939,5.35758283208584
no_momentum_n10,factor_ablation,no_momentum,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.07272031092252805,0.07231516129097049,0.20257481577877906,0.4051496315575581,0.00040514963155755814,1.0,0.14371375268462708,0.4107807613922025,0.10834023949006143,9.230180814689216,0.49531979239960555,0.33998752884587474,2.9412843565015767
no_quality_n10,factor_ablation,no_quality,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.024792485071642327,0.02435201703730593,0.22023401716819913,0.44046803433639825,0.00044046803433639827,1.0,0.12765433729280418,0.37393975618694697,0.10559699431332564,9.46996651280449,0.38673642000686353,0.28196004599656094,3.546601776381456
no_value_n10,factor_ablation,no_value,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.009172832999687831,0.008119664533210256,0.5265842332387879,1.0531684664775758,0.001053168466477576,0.9999999999999999,0.13718213844245888,0.3899346012240584,0.10844442292336057,9.2213133054036,0.3686200658106608,0.24563165609843918,4.071136497159148
no_growth_n10,factor_ablation,no_growth,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.09037310705703702,0.08950729322021148,0.43290691841277124,0.8658138368255425,0.0008658138368255425,0.9999999999999999,0.14085539147997847,0.41227431846593143,0.1077793515477565,9.27821503506546,0.32583470649554436,0.2752838931251921,3.6326135490434437
no_low_vol_n10,factor_ablation,no_low_vol,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.02201967672878715,0.021394258615569883,0.31270905660863446,0.6254181132172689,0.000625418113217269,1.0000000000000002,0.15602555175028648,0.43253696049067947,0.11185470496258493,8.940169305658596,0.29906223064157406,0.23254231924018678,4.300292537149449
hyp_no_growth_low_vol_n10,interaction_hypothesis,no_growth_low_vol,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.11419905555789643,0.11309807801453402,0.5504887716812037,1.1009775433624074,0.0011009775433624073,1.0,0.15245890361984302,0.3895696752477218,0.10564492071095487,9.465670410563382,0.5427621791789055,0.36499429704871417,2.739768834981371
hyp_no_growth_low_vol_macro_sector_n10,interaction_hypothesis,no_growth_low_vol_macro_sector,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.09281089616998553,0.09167257863134527,0.5691587693201281,1.1383175386402562,0.0011383175386402563,1.0,0.1499640117695452,0.4245875374579061,0.10808487867955044,9.251987995145884,0.41581310632536483,0.3020755323949932,3.3104303154629635
hyp_static_neutral_no_growth_low_vol_n10,interaction_hypothesis,static_neutral_no_growth_low_vol,10,invvol,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.08972386059288155,0.08888056069353675,0.4216499496724003,0.8432998993448007,0.0008432998993448007,0.9999999999999998,0.15579175951482627,0.4283853109481617,0.10877887132445252,9.192961719719635,0.4114665789921199,0.3014357612920623,3.3174564149709367
hyp_no_growth_low_vol_macro_sector_n10_equal,allocation_decomposition,no_growth_low_vol_macro_sector,10,equal,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.11052473811047447,0.10952040765396513,0.502165228254673,1.004330456509346,0.001004330456509346,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.5,0.3400000000000001,2.9411764705882346
hyp_no_growth_low_vol_macro_sector_n10_score,allocation_decomposition,no_growth_low_vol_macro_sector,10,score,2022-04-29,2022-05-02,2022-06-01,RISK_ON,0.10967287121717381,0.10867990984992766,0.4964806836230743,0.9929613672461486,0.0009929613672461485,1.0,0.10479765026304214,0.3072858291202809,0.1000468943772366,9.995312760328193,0.49762761771769387,0.3384633863349613,2.9545293239202746
full_dynamic_n10_invvol,base,full_dynamic,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.08118717275500094,-0.08200923005934836,0.4110286521737143,0.8220573043474286,0.0008220573043474286,1.0,0.18096839206897755,0.4325606531080398,0.11374658435858348,8.79147277818491,0.549864833538887,0.36048711302035585,2.7740242685000847
full_dynamic_n10_equal,allocation,full_dynamic,10,equal,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.10446496605627903,-0.10531789418696663,0.4264640653438032,0.8529281306876064,0.0008529281306876064,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.4,0.2800000000000001,3.5714285714285703
full_dynamic_n10_score,allocation,full_dynamic,10,score,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.10598820769839083,-0.10681222530288291,0.4120088022460366,0.8240176044920732,0.0008240176044920732,1.0,0.10422640029595108,0.31058844600372304,0.10007013475425557,9.992991440010769,0.39673625400717577,0.28116446758497055,3.556637183173904
full_dynamic_n5_invvol,breadth,full_dynamic,5,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.16704356753786187,-0.16798311546686767,0.46977396450289544,0.9395479290057909,0.0009395479290057909,1.0,0.30615680598567124,0.7147634801334923,0.22062293883283174,4.532620249237593,0.45729555871982785,0.3588060016396477,2.7870213860143553
full_dynamic_n20_invvol,breadth,full_dynamic,20,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.10984021568265573,-0.11057180346360519,0.3657938904747309,0.7315877809494618,0.0007315877809494618,1.0,0.09029108186097913,0.2261674313319892,0.05459391474006395,18.317059781502465,0.32123001944376794,0.20859442004900003,4.7939920912797875
full_dynamic_strict_12_30,constraint_baseline,full_dynamic,10,strict,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.12310163775523764,-0.12421225316894698,0.55530770685467,1.11061541370934,0.0011106154137093401,1.0,0.12,0.36,0.1034019766489074,9.670995008107193,0.3,0.2247503052264829,4.44938216654385
static_neutral_n10_invvol,macro_ablation,static_neutral,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.08309644036183327,-0.08387327811746506,0.388418877815897,0.776837755631794,0.0007768377556317941,1.0,0.17350957218594365,0.417371073785071,0.11070213998639632,9.033249042185503,0.5283441640978569,0.33851046231969906,2.9541184433335803
dynamic_no_macro_sector_n10,macro_ablation,dynamic_no_macro_sector,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.08119787681565081,-0.08224818813077166,0.5251556575604198,1.0503113151208396,0.0010503113151208397,1.0,0.18077215164157778,0.4324630322569019,0.1139880960911321,8.772845887350483,0.5498208563568925,0.3599742485952192,2.777976491103039
no_sector_rotation_n10,factor_ablation,no_sector_rotation,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.11008107039617902,-0.11069889617870232,0.3089128912616513,0.6178257825233026,0.0006178257825233026,1.0,0.16560871007537664,0.4215441562441589,0.11134930341462286,8.98074769517306,0.2778817399071338,0.2067673756148403,4.836352916055618
no_momentum_n10,factor_ablation,no_momentum,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.1324999620393592,-0.13293216724479465,0.21610260271771953,0.43220520543543905,0.00043220520543543907,0.9999999999999999,0.13710922231520237,0.3954261174544903,0.10665776080417917,9.375782807178688,0.489327703261995,0.3402339880504085,2.939153744545479
no_quality_n10,factor_ablation,no_quality,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.11867865160920046,-0.11956424411623487,0.4427962535172024,0.8855925070344048,0.0008855925070344048,1.0000000000000002,0.17884668517842492,0.4085408961977763,0.1120062923950456,8.928069830871692,0.4085408961977763,0.26449044255710735,3.7808549538953016
no_value_n10,factor_ablation,no_value,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.07674170443683559,-0.07782482656173208,0.5415610624482425,1.083122124896485,0.001083122124896485,1.0,0.17389011657170142,0.41445272183432663,0.11209115419375901,8.921310581488132,0.6209654515526053,0.4374488193772873,2.2859817096397923
no_growth_n10,factor_ablation,no_growth,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.06796998150144955,-0.06911817312067335,0.5740958096118989,1.1481916192237978,0.0011481916192237977,1.0000000000000002,0.19247670497667457,0.48433831589464543,0.12205686061250641,8.19290284037943,0.5953377164942412,0.45576531695324185,2.194111668445786
no_low_vol_n10,factor_ablation,no_low_vol,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.13785756273598668,-0.13874760760445315,0.44502243423323984,0.8900448684664797,0.0008900448684664797,0.9999999999999999,0.14680415718078146,0.4065657699934928,0.10738586432628706,9.312212610791542,0.28625933186837926,0.22408405419314578,4.462611155446454
hyp_no_growth_low_vol_n10,interaction_hypothesis,no_growth_low_vol,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.14059711262271193,-0.14177930611031123,0.5910967437996476,1.1821934875992952,0.0011821934875992951,1.0,0.14963384387233128,0.4097133370682477,0.10673914074019385,9.368634533362311,0.4937440659975711,0.37282893826406216,2.68219523048861
hyp_no_growth_low_vol_macro_sector_n10,interaction_hypothesis,no_growth_low_vol_macro_sector,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.12299827078887103,-0.1242958886232688,0.6488089171988858,1.2976178343977716,0.0012976178343977716,1.0000000000000002,0.19142089373024088,0.44447210486079897,0.11457756461623578,8.727712125400672,0.43646775193955084,0.30318239063958585,3.298344596763768
hyp_static_neutral_no_growth_low_vol_n10,interaction_hypothesis,static_neutral_no_growth_low_vol,10,invvol,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.1423400220341397,-0.14334097239332996,0.5004751795951243,1.0009503591902487,0.0010009503591902487,1.0,0.18574857485418328,0.4357116217597343,0.1122310616005893,8.91018926256641,0.43324974206731126,0.3099851952480543,3.2259605146619554
hyp_no_growth_low_vol_macro_sector_n10_equal,allocation_decomposition,no_growth_low_vol_macro_sector,10,equal,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.13563117903145588,-0.1368618023046955,0.6153116366198013,1.2306232732396025,0.0012306232732396025,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.5,0.3400000000000001,2.9411764705882346
hyp_no_growth_low_vol_macro_sector_n10_score,allocation_decomposition,no_growth_low_vol_macro_sector,10,score,2022-05-31,2022-06-01,2022-07-01,RISK_ON,-0.13595420027305552,-0.13718574370373415,0.615771715339322,1.231543430678644,0.0012315434306786439,1.0,0.10218619897375013,0.3044440642158223,0.10001394659981025,9.998605534499498,0.501745483434197,0.34124294387043697,2.9304635244844204
full_dynamic_n10_invvol,base,full_dynamic,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.02176283791087156,0.020736508492224574,0.5131647093234915,1.026329418646983,0.0010263294186469828,1.0,0.1509960746423669,0.4215693631940057,0.11082943060478447,9.022874109729752,0.36495247628505667,0.2626814903233913,3.8068917561297693
full_dynamic_n10_equal,allocation,full_dynamic,10,equal,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.03967054301163616,0.03866206563150257,0.5042386900667946,1.0084773801335891,0.0010084773801335891,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.4,0.2800000000000001,3.5714285714285703
full_dynamic_n10_score,allocation,full_dynamic,10,score,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.03986826249658724,0.03888473985290052,0.49176132184335836,0.9835226436867167,0.0009835226436867167,0.9999999999999999,0.1045529277674166,0.30861725799502865,0.10005091257568993,9.994911333202342,0.39912218909608,0.2812555360473785,3.5554855703588584
full_dynamic_n5_invvol,breadth,full_dynamic,5,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,-0.02351392528314067,-0.02551392528314067,1.0,2.0,0.002,1.0,0.2523400086560935,0.6955850161113304,0.21205049279895213,4.715857939307471,0.6558036338607488,0.49694508339334337,2.01229478551552
full_dynamic_n20_invvol,breadth,full_dynamic,20,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.03693321210725904,0.03608159867565181,0.42580671580361473,0.8516134316072295,0.0008516134316072295,1.0000000000000002,0.08178275617021215,0.2288976368100516,0.05653374445245384,17.68855061141444,0.26807610164321666,0.2144841365859001,4.66234946750714
full_dynamic_strict_12_30,constraint_baseline,full_dynamic,10,strict,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.032080624316193344,0.031014560474872728,0.5330319206603089,1.0660638413206178,0.001066063841320618,1.0,0.12,0.36,0.10310616304738603,9.698741282229804,0.3,0.2127097722021798,4.701241459886967
static_neutral_n10_invvol,macro_ablation,static_neutral,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.0073542490716746066,0.006275921753630893,0.5391636590218566,1.0783273180437132,0.0010783273180437131,0.9999999999999999,0.14070173922656384,0.38754440554352404,0.10815322872262323,9.24614097804389,0.3351578496634199,0.2302277697949514,4.343524679453889
dynamic_no_macro_sector_n10,macro_ablation,dynamic_no_macro_sector,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.006735585384199731,0.005668489595926619,0.5335478941365559,1.0670957882731118,0.0010670957882731118,1.0,0.14020967122415876,0.38623416866079285,0.1076493493761656,9.289419822739845,0.33271997165216427,0.24704021486500885,4.047923940425788
no_sector_rotation_n10,factor_ablation,no_sector_rotation,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,-0.013110766532356474,-0.014505352589972903,0.6972930288082139,1.3945860576164277,0.0013945860576164279,0.9999999999999999,0.13560285840373135,0.39476911163082085,0.10818768656689633,9.243196076493087,0.4277174975704789,0.33883884018551164,2.951255527413881
no_momentum_n10,factor_ablation,no_momentum,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.04159024064022216,0.0404939077520363,0.548166444092932,1.096332888185864,0.001096332888185864,0.9999999999999999,0.17170404394062752,0.42236678256530685,0.11175944349955567,8.947789723057952,0.46789419936419907,0.32328172112613035,3.0932772707240193
no_quality_n10,factor_ablation,no_quality,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.03322232505799129,0.03230302105243064,0.45965200278032553,0.9193040055606511,0.000919304005560651,1.0,0.14528659340137123,0.424434138175083,0.11174007672197764,8.949340552970236,0.290257502736255,0.20990421918498958,4.764077653525846
no_value_n10,factor_ablation,no_value,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.013832367552314082,0.01296102847496467,0.43566953867470587,0.8713390773494117,0.0008713390773494118,1.0,0.14488760409805737,0.41669229750049963,0.11160194792188825,8.960417077127666,0.46021658159454026,0.32055153124880853,3.1196232197181772
no_growth_n10,factor_ablation,no_growth,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.01082659563853024,0.010264284494297157,0.28115557211654185,0.5623111442330837,0.0005623111442330837,1.0,0.17976412938744077,0.45662333318696746,0.11623518302328165,8.603247089133951,0.5387030641303988,0.4176254160717403,2.39449028128168
no_low_vol_n10,factor_ablation,no_low_vol,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.047925684194369725,0.046865992909417765,0.5298456424759803,1.0596912849519606,0.0010596912849519607,1.0,0.1714693463524233,0.4483459531341021,0.11285739977336931,8.86073932243801,0.4483459531341021,0.35387058428106766,2.8258918497891683
hyp_no_growth_low_vol_n10,interaction_hypothesis,no_growth_low_vol,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.03458741238174995,0.03350552952895672,0.5409414263966162,1.0818828527932325,0.0010818828527932325,1.0,0.15924683208302687,0.4237652558636078,0.10950966050793665,9.13161446544276,0.5762347441363921,0.427376030397776,2.3398598163524986
hyp_no_growth_low_vol_macro_sector_n10,interaction_hypothesis,no_growth_low_vol_macro_sector,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.03417353869877317,0.03307395933905934,0.549789679856912,1.099579359713824,0.0010995793597138239,0.9999999999999999,0.16357674073654846,0.42871256365323474,0.11025412849109822,9.069955145314479,0.5712874363467652,0.4234236896313597,2.3617006428492893
hyp_static_neutral_no_growth_low_vol_n10,interaction_hypothesis,static_neutral_no_growth_low_vol,10,invvol,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.04371571108715,0.04270401650807763,0.5058472895361829,1.0116945790723657,0.0010116945790723656,1.0,0.16302609465659537,0.4618185768211899,0.11332527045942421,8.82415718882442,0.5381814231788101,0.36090386954910164,2.770820942566669
hyp_no_growth_low_vol_macro_sector_n10_equal,allocation_decomposition,no_growth_low_vol_macro_sector,10,equal,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.04878181042202137,0.04774702291913654,0.5173937514424164,1.0347875028848328,0.0010347875028848329,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.7000000000000001,0.5400000000000001,1.8518518518518514
hyp_no_growth_low_vol_macro_sector_n10_score,allocation_decomposition,no_growth_low_vol_macro_sector,10,score,2022-06-30,2022-07-01,2022-08-01,RISK_ON,0.05012639756850193,0.04910715815639188,0.5096197060550275,1.019239412110055,0.001019239412110055,1.0,0.10550782624933563,0.309755454260306,0.10006467258492266,9.993536921347765,0.7010302143887739,0.5408787919417841,1.8488430585528153
full_dynamic_n10_invvol,base,full_dynamic,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,0.0010949710619238653,0.0002511556408559216,0.42190771053397186,0.8438154210679437,0.0008438154210679437,0.9999999999999999,0.15862971099067566,0.44613251056683395,0.11413317271619725,8.761694573115856,0.3690656917802904,0.27164110375692885,3.6813279955408538
full_dynamic_n10_equal,allocation,full_dynamic,10,equal,2022-07-29,2022-08-01,2022-09-01,RISK_ON,0.020725716284692254,0.019913170208373333,0.4062730381594597,0.8125460763189194,0.0008125460763189194,1.0,0.1,0.30000000000000004,0.10000000000000003,9.999999999999996,0.5,0.32000000000000006,3.1249999999999996
full_dynamic_n10_score,allocation,full_dynamic,10,score,2022-07-29,2022-08-01,2022-09-01,RISK_ON,0.019965102341838282,0.01916272017680819,0.40119108251504526,0.8023821650300905,0.0008023821650300905,0.9999999999999999,0.10900355958622769,0.3108066117376103,0.10010773839589698,9.98923775547991,0.5019327437615464,0.32191967960873447,3.1063649206392525
full_dynamic_n5_invvol,breadth,full_dynamic,5,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.02644007184017618,-0.027792914885481523,0.6764215226526712,1.3528430453053424,0.0013528430453053424,0.9999999999999999,0.273896351184503,0.7703100889859164,0.2261952769109338,4.420958800098014,0.5458832338946399,0.4011133735550885,2.493060730279194
full_dynamic_n20_invvol,breadth,full_dynamic,20,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.004098150644046266,-0.004796271563658668,0.34906045980620076,0.6981209196124015,0.0006981209196124015,0.9999999999999999,0.07787430403439694,0.2289204824854773,0.05549359886376581,18.02009638003391,0.25738466711973473,0.19967574424502912,5.008119557941223
full_dynamic_strict_12_30,constraint_baseline,full_dynamic,10,strict,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.0020522115358042633,-0.0030726161646804375,0.5102023144380871,1.0204046288761741,0.0010204046288761742,1.0,0.12,0.36,0.10366426864207379,9.646525394904819,0.3,0.23361651947410872,4.280519212644242
static_neutral_n10_invvol,macro_ablation,static_neutral,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.02000281513240504,-0.02084931585411184,0.423250360853401,0.846500721706802,0.000846500721706802,1.0,0.13640083725618377,0.39892072018102054,0.10924691213734958,9.15357679622798,0.3685678747627962,0.30568982972162956,3.2712897282537345
dynamic_no_macro_sector_n10,macro_ablation,dynamic_no_macro_sector,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.010141810822287399,-0.011269190650495926,0.5636899141042637,1.1273798282085274,0.0011273798282085276,1.0000000000000002,0.15384641132763588,0.4589295443588718,0.11600687747931585,8.620178576725342,0.3609512480750692,0.30198252192491976,3.3114499263921786
no_sector_rotation_n10,factor_ablation,no_sector_rotation,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.013355148947407244,-0.014471236900107825,0.5580439763502905,1.116087952700581,0.001116087952700581,0.9999999999999999,0.15246744468010937,0.4179071590866694,0.11003170167883525,9.088289872302788,0.17390385942681852,0.13325361744544995,7.504486701153686
no_momentum_n10,factor_ablation,no_momentum,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.007890232623341563,-0.00879168661364612,0.450726995152279,0.901453990304558,0.000901453990304558,0.9999999999999998,0.14420580470048194,0.4162797432273513,0.11012905075558263,9.080256237015721,0.46994455353989606,0.33248512152282006,3.007653381359999
no_quality_n10,factor_ablation,no_quality,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.0030083922925843143,-0.003816813315893987,0.4042105116548362,0.8084210233096724,0.0008084210233096724,0.9999999999999999,0.1590189802803746,0.46975468852989605,0.11852164112276435,8.437277703269423,0.40432300581698305,0.34122530984364574,2.930614966569198
no_value_n10,factor_ablation,no_value,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,-0.03108794344194664,-0.0322741997662632,0.593128162158281,1.186256324316562,0.001186256324316562,1.0,0.1501761665261073,0.41251948712376607,0.10953218929047827,9.129736258151565,0.296538144005854,0.2039683258166857,4.902722008409968
no_growth_n10,factor_ablation,no_growth,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,0.028604226433013646,0.027486549434851865,0.5588384990808895,1.117676998161779,0.0011176769981617789,0.9999999999999999,0.16349567629939332,0.4674936610265955,0.1147332905440803,8.715866120965144,0.4674936610265955,0.4166392577997974,2.4001578854590746
no_low_vol_n10,factor_ablation,no_low_vol,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,0.003457006135182857,0.0022522484156719215,0.6023788597554679,1.2047577195109358,0.0012047577195109357,1.0,0.1597500954773671,0.4510639708864115,0.11436987428606776,8.743561241474735,0.3190094500523928,0.24252862575301556,4.123224616868
hyp_no_growth_low_vol_n10,interaction_hypothesis,no_growth_low_vol,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,0.034108662427419875,0.03328756619713049,0.4105481151446916,0.8210962302893832,0.0008210962302893832,0.9999999999999999,0.1755261384167459,0.4396599517180026,0.11207391674371502,8.922682717395784,0.5603400482819972,0.43475135678725835,2.3001653344795447
hyp_no_growth_low_vol_macro_sector_n10,interaction_hypothesis,no_growth_low_vol_macro_sector,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,0.022444461794884362,0.021537840247923504,0.4533107734804288,0.9066215469608576,0.0009066215469608576,1.0,0.16555336910793186,0.45331077348042886,0.11256517742106484,8.883742049811449,0.4533107734804288,0.4140442554454494,2.4152007589723716
hyp_static_neutral_no_growth_low_vol_n10,interaction_hypothesis,static_neutral_no_growth_low_vol,10,invvol,2022-07-29,2022-08-01,2022-09-01,RISK_ON,0.02292200402553506,0.02210551151856983,0.40824625348261495,0.8164925069652299,0.0008164925069652299,1.0,0.16235108731708528,0.44996440192970705,0.11194227555055708,8.933175559294082,0.4513008046262914,0.4158889386967267,2.404488090338986
