best_dsr_strategy,best_dsr_probability,any_dsr_95pct,cscv_pbo,pbo_below_0_20,production_gate,note
hyp_no_growth_low_vol_macro_sector_n10_score,0.5874226682944549,False,0.04285714285714286,True,FAIL,"Statistical overfit gate only; point-in-time universe, delisted-price coverage, and macro-vintage gates remain separate requirements."
